datetime,agency_cd,site_no,datetime,173846_00060_00001,173846_00060_00001_cd,173847_00060_00002,173847_00060_00002_cd,136588_00060_00003,136588_00060_00003_cd
2009-01-17,USGS,8171290,2009-01-17,,,,,12.0,A:e
2009-01-18,USGS,8171290,2009-01-18,,,,,12.0,A:e
2009-01-19,USGS,8171290,2009-01-19,,,,,12.2,A:e
2009-01-20,USGS,8171290,2009-01-20,,,,,12.1,A:e
2009-01-21,USGS,8171290,2009-01-21,,,,,13.5,A:e
2009-01-22,USGS,8171290,2009-01-22,,,,,12.4,A:e
2009-01-23,USGS,8171290,2009-01-23,,,,,12.5,A:e
2009-01-24,USGS,8171290,2009-01-24,,,,,12.7,A:e
2009-01-25,USGS,8171290,2009-01-25,,,,,12.4,A:e
2009-01-26,USGS,8171290,2009-01-26,,,,,12.4,A:e
2009-01-27,USGS,8171290,2009-01-27,,,,,12.7,A:e
2009-01-28,USGS,8171290,2009-01-28,,,,,13.0,A:e
2009-01-29,USGS,8171290,2009-01-29,,,,,13.4,A:e
2009-01-30,USGS,8171290,2009-01-30,,,,,12.9,A:e
2009-01-31,USGS,8171290,2009-01-31,,,,,12.3,A:e
2009-02-01,USGS,8171290,2009-02-01,,,,,12.6,A:e
2009-02-02,USGS,8171290,2009-02-02,,,,,12.5,A:e
2009-02-03,USGS,8171290,2009-02-03,,,,,12.5,A:e
2009-02-04,USGS,8171290,2009-02-04,,,,,12.7,A:e
2009-02-05,USGS,8171290,2009-02-05,,,,,12.9,A:e
2009-02-06,USGS,8171290,2009-02-06,,,,,12.5,A:e
2009-02-07,USGS,8171290,2009-02-07,,,,,12.4,A:e
2009-02-08,USGS,8171290,2009-02-08,,,,,12.4,A:e
2009-02-09,USGS,8171290,2009-02-09,,,,,12.5,A:e
2009-02-10,USGS,8171290,2009-02-10,,,,,13.0,A:e
2009-02-11,USGS,8171290,2009-02-11,,,,,15.0,A:e
2009-02-12,USGS,8171290,2009-02-12,16.2,A,12.7,A,13.8,A
2009-02-13,USGS,8171290,2009-02-13,13.4,A,12.7,A,12.7,A
2009-02-14,USGS,8171290,2009-02-14,12.7,A,12.1,A,12.3,A
2009-02-15,USGS,8171290,2009-02-15,12.7,A,12.1,A,12.2,A
2009-02-16,USGS,8171290,2009-02-16,12.1,A,11.5,A,12.0,A
2009-02-17,USGS,8171290,2009-02-17,13.4,A,12.1,A,12.8,A
2009-02-18,USGS,8171290,2009-02-18,14.0,A,12.7,A,13.2,A
2009-02-19,USGS,8171290,2009-02-19,13.4,A,11.5,A,12.4,A
2009-02-20,USGS,8171290,2009-02-20,12.1,A,11.5,A,11.6,A
2009-02-21,USGS,8171290,2009-02-21,12.7,A,10.9,A,11.7,A
2009-02-22,USGS,8171290,2009-02-22,11.5,A,10.9,A,11.3,A
2009-02-23,USGS,8171290,2009-02-23,12.1,A,10.9,A,11.3,A
2009-02-24,USGS,8171290,2009-02-24,12.7,A,11.5,A,11.7,A
2009-02-25,USGS,8171290,2009-02-25,12.7,A,11.5,A,11.8,A
2009-02-26,USGS,8171290,2009-02-26,14.0,A,12.1,A,12.6,A
2009-02-27,USGS,8171290,2009-02-27,12.7,A,12.1,A,12.5,A
2009-02-28,USGS,8171290,2009-02-28,13.4,A,10.3,A,11.5,A
2009-03-01,USGS,8171290,2009-03-01,10.9,A,9.81,A,10.2,A
2009-03-02,USGS,8171290,2009-03-02,10.9,A,9.81,A,10.1,A
2009-03-03,USGS,8171290,2009-03-03,12.1,A,9.81,A,10.6,A
2009-03-04,USGS,8171290,2009-03-04,11.5,A,10.3,A,10.7,A
2009-03-05,USGS,8171290,2009-03-05,12.1,A,10.3,A,11.4,A
2009-03-06,USGS,8171290,2009-03-06,12.7,A,10.9,A,11.3,A
2009-03-07,USGS,8171290,2009-03-07,12.1,A,10.3,A,11.3,A
2009-03-08,USGS,8171290,2009-03-08,12.1,A,10.9,A,11.5,A
2009-03-09,USGS,8171290,2009-03-09,13.4,A,11.5,A,12.1,A
2009-03-10,USGS,8171290,2009-03-10,12.1,A,11.5,A,11.5,A
2009-03-11,USGS,8171290,2009-03-11,18.6,A,11.5,A,14.0,A
2009-03-12,USGS,8171290,2009-03-12,49.3,A,15.5,A,36.2,A
2009-03-13,USGS,8171290,2009-03-13,44.2,A,24.3,A,32.3,A
2009-03-14,USGS,8171290,2009-03-14,24.3,A,18.6,A,20.9,A
2009-03-15,USGS,8171290,2009-03-15,18.6,A,16.2,A,17.1,A
2009-03-16,USGS,8171290,2009-03-16,16.2,A,14.7,A,15.4,A
2009-03-17,USGS,8171290,2009-03-17,15.5,A,14.0,A,14.6,A
2009-03-18,USGS,8171290,2009-03-18,14.7,A,13.4,A,13.9,A
2009-03-19,USGS,8171290,2009-03-19,14.0,A,13.4,A,13.5,A
2009-03-20,USGS,8171290,2009-03-20,13.4,A,12.7,A,13.1,A
2009-03-21,USGS,8171290,2009-03-21,12.7,A,12.1,A,12.6,A
2009-03-22,USGS,8171290,2009-03-22,13.4,A,12.1,A,12.8,A
2009-03-23,USGS,8171290,2009-03-23,13.4,A,11.5,A,12.5,A
2009-03-24,USGS,8171290,2009-03-24,13.4,A,12.1,A,12.9,A
2009-03-25,USGS,8171290,2009-03-25,14.0,A,12.7,A,13.1,A
2009-03-26,USGS,8171290,2009-03-26,17.0,A,13.4,A,14.8,A
2009-03-27,USGS,8171290,2009-03-27,17.8,A,14.7,A,16.3,A
2009-03-28,USGS,8171290,2009-03-28,15.5,A,12.7,A,14.0,A
2009-03-29,USGS,8171290,2009-03-29,12.7,A,10.9,A,11.9,A
2009-03-30,USGS,8171290,2009-03-30,12.1,A,10.9,A,11.7,A
2009-03-31,USGS,8171290,2009-03-31,16.2,A,11.5,A,13.7,A
2009-04-01,USGS,8171290,2009-04-01,13.4,A,12.1,A,12.9,A
2009-04-02,USGS,8171290,2009-04-02,14.7,A,11.5,A,12.9,A
2009-04-03,USGS,8171290,2009-04-03,12.1,A,11.5,A,11.8,A
2009-04-04,USGS,8171290,2009-04-04,12.1,A,11.5,A,11.7,A
2009-04-05,USGS,8171290,2009-04-05,12.1,A,9.81,A,10.8,A
2009-04-06,USGS,8171290,2009-04-06,11.5,A,9.81,A,10.6,A
2009-04-07,USGS,8171290,2009-04-07,11.5,A,9.81,A,10.9,A
2009-04-08,USGS,8171290,2009-04-08,10.9,A,9.81,A,10.4,A
2009-04-09,USGS,8171290,2009-04-09,10.9,A,10.3,A,10.6,A
2009-04-10,USGS,8171290,2009-04-10,11.5,A,10.3,A,10.7,A
2009-04-11,USGS,8171290,2009-04-11,10.9,A,10.3,A,10.9,A
2009-04-12,USGS,8171290,2009-04-12,13.4,A,10.9,A,12.2,A
2009-04-13,USGS,8171290,2009-04-13,13.4,A,12.1,A,12.5,A
2009-04-14,USGS,8171290,2009-04-14,12.7,A,10.9,A,11.9,A
2009-04-15,USGS,8171290,2009-04-15,11.5,A,9.81,A,10.8,A
2009-04-16,USGS,8171290,2009-04-16,11.5,A,10.3,A,10.6,A
2009-04-17,USGS,8171290,2009-04-17,31.2,A,10.9,A,19.0,A
2009-04-18,USGS,8171290,2009-04-18,38.0,A,26.5,A,33.7,A
2009-04-19,USGS,8171290,2009-04-19,26.5,A,17.8,A,21.5,A
2009-04-20,USGS,8171290,2009-04-20,17.8,A,14.0,A,15.8,A
2009-04-21,USGS,8171290,2009-04-21,14.0,A,11.5,A,13.0,A
2009-04-22,USGS,8171290,2009-04-22,12.1,A,10.3,A,11.3,A
2009-04-23,USGS,8171290,2009-04-23,11.5,A,9.81,A,10.7,A
2009-04-24,USGS,8171290,2009-04-24,12.1,A,9.81,A,10.7,A
2009-04-25,USGS,8171290,2009-04-25,12.1,A,10.3,A,11.3,A
2009-04-26,USGS,8171290,2009-04-26,11.5,A,10.9,A,11.1,A
2009-04-27,USGS,8171290,2009-04-27,28.8,A,10.9,A,17.4,A
2009-04-28,USGS,8171290,2009-04-28,53.0,A,25.4,A,36.5,A
2009-04-29,USGS,8171290,2009-04-29,25.4,A,19.5,A,21.9,A
2009-04-30,USGS,8171290,2009-04-30,19.5,A,16.2,A,17.5,A
2009-05-01,USGS,8171290,2009-05-01,16.2,A,14.0,A,15.2,A
2009-05-02,USGS,8171290,2009-05-02,14.0,A,12.7,A,13.6,A
2009-05-03,USGS,8171290,2009-05-03,13.4,A,12.1,A,13.0,A
2009-05-04,USGS,8171290,2009-05-04,12.7,A,11.5,A,12.1,A
2009-05-05,USGS,8171290,2009-05-05,12.1,A,11.5,A,11.6,A
2009-05-06,USGS,8171290,2009-05-06,12.1,A,10.9,A,11.4,A
2009-05-07,USGS,8171290,2009-05-07,10.9,A,10.9,A,10.9,A
2009-05-08,USGS,8171290,2009-05-08,10.9,A,9.81,A,10.6,A
2009-05-09,USGS,8171290,2009-05-09,10.9,A,9.3,A,10.0,A
2009-05-10,USGS,8171290,2009-05-10,9.81,A,8.8,A,9.45,A
2009-05-11,USGS,8171290,2009-05-11,9.3,A,8.8,A,9.19,A
2009-05-12,USGS,8171290,2009-05-12,9.81,A,8.33,A,9.11,A
2009-05-13,USGS,8171290,2009-05-13,9.3,A,7.88,A,8.61,A
2009-05-14,USGS,8171290,2009-05-14,8.8,A,7.88,A,8.2,A
2009-05-15,USGS,8171290,2009-05-15,8.8,A,7.88,A,8.21,A
2009-05-16,USGS,8171290,2009-05-16,26.5,A,7.88,A,13.7,A
2009-05-17,USGS,8171290,2009-05-17,17.8,A,11.5,A,14.5,A
2009-05-18,USGS,8171290,2009-05-18,15.5,A,10.3,A,12.7,A
2009-05-19,USGS,8171290,2009-05-19,10.3,A,8.8,A,9.58,A
2009-05-20,USGS,8171290,2009-05-20,9.3,A,8.33,A,8.81,A
2009-05-21,USGS,8171290,2009-05-21,9.3,A,8.33,A,8.62,A
2009-05-22,USGS,8171290,2009-05-22,8.8,A,8.33,A,8.72,A
2009-05-23,USGS,8171290,2009-05-23,10.9,A,8.8,A,9.6,A
2009-05-24,USGS,8171290,2009-05-24,17.0,A,9.81,A,11.7,A
2009-05-25,USGS,8171290,2009-05-25,11.5,A,9.81,A,10.3,A
2009-05-26,USGS,8171290,2009-05-26,9.81,A,8.8,A,9.6,A
2009-05-27,USGS,8171290,2009-05-27,8.8,A,8.33,A,8.47,A
2009-05-28,USGS,8171290,2009-05-28,8.8,A,7.88,A,8.2,A
2009-05-29,USGS,8171290,2009-05-29,8.8,A,7.88,A,8.12,A
2009-05-30,USGS,8171290,2009-05-30,7.88,A,7.44,A,7.77,A
2009-05-31,USGS,8171290,2009-05-31,7.88,A,6.63,A,7.4,A
2009-06-01,USGS,8171290,2009-06-01,7.03,A,6.25,A,6.74,A
2009-06-02,USGS,8171290,2009-06-02,7.03,A,6.63,A,6.66,A
2009-06-03,USGS,8171290,2009-06-03,7.88,A,6.63,A,7.3,A
2009-06-04,USGS,8171290,2009-06-04,10.9,A,7.88,A,10.1,A
2009-06-05,USGS,8171290,2009-06-05,9.81,A,7.03,A,8.55,A
2009-06-06,USGS,8171290,2009-06-06,7.03,A,5.88,A,6.76,A
2009-06-07,USGS,8171290,2009-06-07,6.25,A,5.54,A,6.02,A
2009-06-08,USGS,8171290,2009-06-08,6.25,A,5.54,A,5.76,A
2009-06-09,USGS,8171290,2009-06-09,5.88,A,5.2,A,5.58,A
2009-06-10,USGS,8171290,2009-06-10,5.88,A,5.2,A,5.62,A
2009-06-11,USGS,8171290,2009-06-11,10.3,A,5.54,A,6.0,A
2009-06-12,USGS,8171290,2009-06-12,10.3,A,7.03,A,8.4,A
2009-06-13,USGS,8171290,2009-06-13,7.88,A,6.25,A,7.19,A
2009-06-14,USGS,8171290,2009-06-14,6.25,A,4.89,A,5.67,A
2009-06-15,USGS,8171290,2009-06-15,5.2,A,4.3,A,4.69,A
2009-06-16,USGS,8171290,2009-06-16,4.3,A,3.76,A,4.13,A
2009-06-17,USGS,8171290,2009-06-17,4.02,A,3.76,A,3.89,A
2009-06-18,USGS,8171290,2009-06-18,4.3,A,3.76,A,4.0,A
2009-06-19,USGS,8171290,2009-06-19,4.58,A,4.02,A,4.22,A
2009-06-20,USGS,8171290,2009-06-20,4.58,A,3.76,A,4.1,A
2009-06-21,USGS,8171290,2009-06-21,4.3,A,3.76,A,3.85,A
2009-06-22,USGS,8171290,2009-06-22,4.3,A,3.51,A,3.92,A
2009-06-23,USGS,8171290,2009-06-23,4.02,A,3.51,A,3.71,A
2009-06-24,USGS,8171290,2009-06-24,3.76,A,3.28,A,3.51,A
2009-06-25,USGS,8171290,2009-06-25,3.76,A,3.28,A,3.47,A
2009-06-26,USGS,8171290,2009-06-26,3.76,A,3.28,A,3.53,A
2009-06-27,USGS,8171290,2009-06-27,3.76,A,3.28,A,3.47,A
2009-06-28,USGS,8171290,2009-06-28,3.51,A,3.28,A,3.36,A
2009-06-29,USGS,8171290,2009-06-29,3.28,A,3.06,A,3.2,A
2009-06-30,USGS,8171290,2009-06-30,4.89,A,3.06,A,4.04,A
2009-07-01,USGS,8171290,2009-07-01,4.58,A,4.02,A,4.35,A
2009-07-02,USGS,8171290,2009-07-02,4.58,A,4.02,A,4.14,A
2009-07-03,USGS,8171290,2009-07-03,4.02,A,3.51,A,3.79,A
2009-07-04,USGS,8171290,2009-07-04,3.76,A,3.06,A,3.43,A
2009-07-05,USGS,8171290,2009-07-05,3.28,A,3.06,A,3.17,A
2009-07-06,USGS,8171290,2009-07-06,3.28,A,3.06,A,3.11,A
2009-07-07,USGS,8171290,2009-07-07,5.2,A,3.28,A,3.86,A
2009-07-08,USGS,8171290,2009-07-08,5.54,A,4.02,A,4.88,A
2009-07-09,USGS,8171290,2009-07-09,4.02,A,3.51,A,3.84,A
2009-07-10,USGS,8171290,2009-07-10,3.51,A,3.06,A,3.38,A
2009-07-11,USGS,8171290,2009-07-11,3.28,A,2.85,A,2.99,A
2009-07-12,USGS,8171290,2009-07-12,3.06,A,2.65,A,2.82,A
2009-07-13,USGS,8171290,2009-07-13,2.85,A,2.65,A,2.78,A
2009-07-14,USGS,8171290,2009-07-14,3.06,A,2.46,A,2.68,A
2009-07-15,USGS,8171290,2009-07-15,2.85,A,2.46,A,2.6,A
2009-07-16,USGS,8171290,2009-07-16,2.65,A,2.28,A,2.56,A
2009-07-17,USGS,8171290,2009-07-17,,,,,2.6,A:e
2009-07-18,USGS,8171290,2009-07-18,,,,,2.6,A:e
2009-07-19,USGS,8171290,2009-07-19,,,,,2.7,A:e
2009-07-20,USGS,8171290,2009-07-20,,,,,2.8,A:e
2009-07-21,USGS,8171290,2009-07-21,,,,,3.0,A:e
2009-07-22,USGS,8171290,2009-07-22,,,,,3.0,A:e
2009-07-23,USGS,8171290,2009-07-23,,,,,3.0,A:e
2009-07-24,USGS,8171290,2009-07-24,,,,,3.0,A:e
2009-07-25,USGS,8171290,2009-07-25,3.06,A,2.65,A,2.89,A
2009-07-26,USGS,8171290,2009-07-26,2.85,A,2.28,A,2.74,A
2009-07-27,USGS,8171290,2009-07-27,2.65,A,2.28,A,2.41,A
2009-07-28,USGS,8171290,2009-07-28,2.46,A,2.11,A,2.27,A
2009-07-29,USGS,8171290,2009-07-29,2.28,A,2.11,A,2.27,A
2009-07-30,USGS,8171290,2009-07-30,4.58,A,2.28,A,2.69,A
2009-07-31,USGS,8171290,2009-07-31,8.8,A,4.58,A,7.18,A
2009-08-01,USGS,8171290,2009-08-01,,,,,5.0,A:e
2009-08-02,USGS,8171290,2009-08-02,,,,,3.59,A:e
2009-08-03,USGS,8171290,2009-08-03,,,,,3.65,A:e
2009-08-04,USGS,8171290,2009-08-04,,,,,3.13,A:e
2009-08-05,USGS,8171290,2009-08-05,,,,,2.83,A:e
2009-08-06,USGS,8171290,2009-08-06,,,,,3.34,A:e
2009-08-07,USGS,8171290,2009-08-07,2.85,A,2.46,A,3.04,A:e
2009-08-08,USGS,8171290,2009-08-08,2.85,A,2.46,A,2.48,A:e
2009-08-09,USGS,8171290,2009-08-09,2.85,A,2.46,A,2.58,A
2009-08-10,USGS,8171290,2009-08-10,2.65,A,2.11,A,2.35,A
2009-08-11,USGS,8171290,2009-08-11,2.65,A,2.28,A,2.36,A
2009-08-12,USGS,8171290,2009-08-12,2.85,A,2.28,A,2.59,A
2009-08-13,USGS,8171290,2009-08-13,2.85,A,2.46,A,2.68,A
2009-08-14,USGS,8171290,2009-08-14,2.65,A,2.28,A,2.44,A
2009-08-15,USGS,8171290,2009-08-15,3.76,A,2.46,A,3.23,A
2009-08-16,USGS,8171290,2009-08-16,3.28,A,2.46,A,2.87,A
2009-08-17,USGS,8171290,2009-08-17,2.65,A,2.28,A,2.39,A
2009-08-18,USGS,8171290,2009-08-18,2.46,A,2.11,A,2.3,A
2009-08-19,USGS,8171290,2009-08-19,2.46,A,2.11,A,2.28,A
2009-08-20,USGS,8171290,2009-08-20,2.65,A,2.11,A,2.36,A
2009-08-21,USGS,8171290,2009-08-21,2.46,A,2.28,A,2.42,A
2009-08-22,USGS,8171290,2009-08-22,2.65,A,2.28,A,2.42,A
2009-08-23,USGS,8171290,2009-08-23,2.65,A,2.28,A,2.46,A
2009-08-24,USGS,8171290,2009-08-24,2.85,A,2.46,A,2.59,A
2009-08-25,USGS,8171290,2009-08-25,3.06,A,2.65,A,2.72,A
2009-08-26,USGS,8171290,2009-08-26,2.85,A,2.28,A,2.57,A
2009-08-27,USGS,8171290,2009-08-27,3.06,A,2.65,A,2.72,A
2009-08-28,USGS,8171290,2009-08-28,3.06,A,2.46,A,2.7,A
2009-08-29,USGS,8171290,2009-08-29,3.06,A,2.46,A,2.73,A
2009-08-30,USGS,8171290,2009-08-30,3.06,A,2.65,A,2.73,A
2009-08-31,USGS,8171290,2009-08-31,2.65,A,2.28,A,2.51,A
2009-09-01,USGS,8171290,2009-09-01,2.46,A,2.28,A,2.39,A
2009-09-02,USGS,8171290,2009-09-02,2.46,A,2.28,A,2.4,A
2009-09-03,USGS,8171290,2009-09-03,2.65,A,2.46,A,2.57,A
2009-09-04,USGS,8171290,2009-09-04,2.85,A,2.65,A,2.67,A
2009-09-05,USGS,8171290,2009-09-05,2.85,A,2.65,A,2.74,A
2009-09-06,USGS,8171290,2009-09-06,3.06,A,2.85,A,2.93,A
2009-09-07,USGS,8171290,2009-09-07,3.28,A,2.85,A,2.98,A
2009-09-08,USGS,8171290,2009-09-08,3.06,A,2.65,A,2.83,A
2009-09-09,USGS,8171290,2009-09-09,635.0,A,2.65,A,128.0,A
2009-09-10,USGS,8171290,2009-09-10,1170.0,A,45.8,A,211.0,A
2009-09-11,USGS,8171290,2009-09-11,343.0,A,53.0,A,132.0,A
2009-09-12,USGS,8171290,2009-09-12,761.0,A,47.6,A,148.0,A
2009-09-13,USGS,8171290,2009-09-13,364.0,A,63.0,A,139.0,A
2009-09-14,USGS,8171290,2009-09-14,63.0,A,36.6,A,46.6,A
2009-09-15,USGS,8171290,2009-09-15,36.6,A,27.6,A,32.0,A
2009-09-16,USGS,8171290,2009-09-16,32.5,A,22.3,A,27.2,A
2009-09-17,USGS,8171290,2009-09-17,22.3,A,18.6,A,20.4,A
2009-09-18,USGS,8171290,2009-09-18,21.3,A,17.0,A,18.9,A
2009-09-19,USGS,8171290,2009-09-19,17.0,A,16.2,A,16.7,A
2009-09-20,USGS,8171290,2009-09-20,16.2,A,14.7,A,15.7,A
2009-09-21,USGS,8171290,2009-09-21,15.5,A,14.0,A,14.5,A
2009-09-22,USGS,8171290,2009-09-22,74.4,A,14.0,A,40.1,A
2009-09-23,USGS,8171290,2009-09-23,54.9,A,44.2,A,49.6,A
2009-09-24,USGS,8171290,2009-09-24,44.2,A,38.0,A,40.8,A
2009-09-25,USGS,8171290,2009-09-25,39.5,A,35.2,A,36.9,A
2009-09-26,USGS,8171290,2009-09-26,35.2,A,30.0,A,32.4,A
2009-09-27,USGS,8171290,2009-09-27,30.0,A,27.6,A,28.6,A
2009-09-28,USGS,8171290,2009-09-28,27.6,A,25.4,A,26.4,A
2009-09-29,USGS,8171290,2009-09-29,25.4,A,23.3,A,24.5,A
2009-09-30,USGS,8171290,2009-09-30,24.3,A,23.3,A,23.3,A
2009-10-01,USGS,8171290,2009-10-01,23.3,A,22.3,A,23.0,A
2009-10-02,USGS,8171290,2009-10-02,22.3,A,19.5,A,21.5,A
2009-10-03,USGS,8171290,2009-10-03,194.0,A,19.5,A,41.2,A
2009-10-04,USGS,8171290,2009-10-04,297.0,A,189.0,A,220.0,A
2009-10-05,USGS,8171290,2009-10-05,189.0,A,125.0,A,153.0,A
2009-10-06,USGS,8171290,2009-10-06,125.0,A,93.0,A,109.0,A
2009-10-07,USGS,8171290,2009-10-07,93.0,A,76.9,A,84.7,A
2009-10-08,USGS,8171290,2009-10-08,79.4,A,65.2,A,71.9,A
2009-10-09,USGS,8171290,2009-10-09,450.0,A,63.0,A,196.0,A
2009-10-10,USGS,8171290,2009-10-10,275.0,A,187.0,A,218.0,A
2009-10-11,USGS,8171290,2009-10-11,187.0,A,170.0,A,175.0,A
2009-10-12,USGS,8171290,2009-10-12,172.0,A,154.0,A,163.0,A
2009-10-13,USGS,8171290,2009-10-13,158.0,A,145.0,A,151.0,A
2009-10-14,USGS,8171290,2009-10-14,158.0,A,151.0,A,154.0,A
2009-10-15,USGS,8171290,2009-10-15,154.0,A,125.0,A,141.0,A
2009-10-16,USGS,8171290,2009-10-16,125.0,A,102.0,A,112.0,A
2009-10-17,USGS,8171290,2009-10-17,102.0,A,90.1,A,96.0,A
2009-10-18,USGS,8171290,2009-10-18,90.1,A,82.0,A,85.4,A
2009-10-19,USGS,8171290,2009-10-19,82.0,A,74.4,A,78.0,A
2009-10-20,USGS,8171290,2009-10-20,74.4,A,67.4,A,71.1,A
2009-10-21,USGS,8171290,2009-10-21,76.9,A,65.2,A,69.1,A
2009-10-22,USGS,8171290,2009-10-22,1500.0,A,76.9,A,474.0,A
2009-10-23,USGS,8171290,2009-10-23,859.0,A,266.0,A,444.0,A
2009-10-24,USGS,8171290,2009-10-24,266.0,A,202.0,A,228.0,A
2009-10-25,USGS,8171290,2009-10-25,202.0,A,182.0,A,192.0,A
2009-10-26,USGS,8171290,2009-10-26,1100.0,A,179.0,A,530.0,A
2009-10-27,USGS,8171290,2009-10-27,848.0,A,491.0,A,680.0,A
2009-10-28,USGS,8171290,2009-10-28,574.0,A,329.0,A,408.0,A
2009-10-29,USGS,8171290,2009-10-29,431.0,A,269.0,A,317.0,A
2009-10-30,USGS,8171290,2009-10-30,272.0,A,234.0,A,252.0,A
2009-10-31,USGS,8171290,2009-10-31,234.0,A,212.0,A,224.0,A
2009-11-01,USGS,8171290,2009-11-01,212.0,A,194.0,A,204.0,A
2009-11-02,USGS,8171290,2009-11-02,194.0,A,182.0,A,188.0,A
2009-11-03,USGS,8171290,2009-11-03,182.0,A,167.0,A,175.0,A
2009-11-04,USGS,8171290,2009-11-04,170.0,A,158.0,A,164.0,A
2009-11-05,USGS,8171290,2009-11-05,158.0,A,151.0,A,155.0,A
2009-11-06,USGS,8171290,2009-11-06,151.0,A,141.0,A,147.0,A
2009-11-07,USGS,8171290,2009-11-07,141.0,A,133.0,A,137.0,A
2009-11-08,USGS,8171290,2009-11-08,245.0,A,129.0,A,148.0,A
2009-11-09,USGS,8171290,2009-11-09,323.0,A,212.0,A,248.0,A
2009-11-10,USGS,8171290,2009-11-10,212.0,A,194.0,A,203.0,A
2009-11-11,USGS,8171290,2009-11-11,194.0,A,182.0,A,187.0,A
2009-11-12,USGS,8171290,2009-11-12,182.0,A,170.0,A,176.0,A
2009-11-13,USGS,8171290,2009-11-13,170.0,A,163.0,A,167.0,A
2009-11-14,USGS,8171290,2009-11-14,163.0,A,156.0,A,159.0,A
2009-11-15,USGS,8171290,2009-11-15,156.0,A,151.0,A,153.0,A
2009-11-16,USGS,8171290,2009-11-16,154.0,A,141.0,A,147.0,A
2009-11-17,USGS,8171290,2009-11-17,145.0,A,129.0,A,135.0,A
2009-11-18,USGS,8171290,2009-11-18,136.0,A,125.0,A,129.0,A
2009-11-19,USGS,8171290,2009-11-19,125.0,A,122.0,A,123.0,A
2009-11-20,USGS,8171290,2009-11-20,210.0,A,122.0,A,151.0,A
2009-11-21,USGS,8171290,2009-11-21,1260.0,A,210.0,A,631.0,A
2009-11-22,USGS,8171290,2009-11-22,462.0,A,272.0,A,312.0,A
2009-11-23,USGS,8171290,2009-11-23,272.0,A,234.0,A,252.0,A
2009-11-24,USGS,8171290,2009-11-24,313.0,A,210.0,A,230.0,A
2009-11-25,USGS,8171290,2009-11-25,210.0,A,194.0,A,202.0,A
2009-11-26,USGS,8171290,2009-11-26,197.0,A,184.0,A,190.0,A
2009-11-27,USGS,8171290,2009-11-27,187.0,A,179.0,A,182.0,A
2009-11-28,USGS,8171290,2009-11-28,189.0,A,177.0,A,179.0,A
2009-11-29,USGS,8171290,2009-11-29,179.0,A,174.0,A,177.0,A
2009-11-30,USGS,8171290,2009-11-30,179.0,A,172.0,A,173.0,A
2009-12-01,USGS,8171290,2009-12-01,245.0,A,167.0,A,184.0,A
2009-12-02,USGS,8171290,2009-12-02,303.0,A,202.0,A,230.0,A
2009-12-03,USGS,8171290,2009-12-03,269.0,A,189.0,A,197.0,A
2009-12-04,USGS,8171290,2009-12-04,272.0,A,187.0,A,195.0,A
2009-12-05,USGS,8171290,2009-12-05,266.0,A,184.0,A,189.0,A
