datetime,agency_cd,site_no,datetime,178579_00060_00001,178579_00060_00001_cd,178580_00060_00002,178580_00060_00002_cd,136753_00060_00003,136753_00060_00003_cd
2001-06-11,USGS,8179520,2001-06-11,102.0,A,69.0,A,78.8,A
2001-06-12,USGS,8179520,2001-06-12,133.0,A,102.0,A,118.0,A
2001-06-13,USGS,8179520,2001-06-13,174.0,A,130.0,A,142.0,A
2001-06-14,USGS,8179520,2001-06-14,193.0,A,172.0,A,174.0,A
2001-06-15,USGS,8179520,2001-06-15,195.0,A,172.0,A,176.0,A
2001-06-16,USGS,8179520,2001-06-16,176.0,A,172.0,A,174.0,A
2001-06-17,USGS,8179520,2001-06-17,174.0,A,172.0,A,173.0,A
2001-06-18,USGS,8179520,2001-06-18,174.0,A,172.0,A,173.0,A
2001-06-19,USGS,8179520,2001-06-19,174.0,A,172.0,A,173.0,A
2001-06-20,USGS,8179520,2001-06-20,176.0,A,172.0,A,175.0,A
2001-06-21,USGS,8179520,2001-06-21,176.0,A,174.0,A,174.0,A
2001-06-22,USGS,8179520,2001-06-22,178.0,A,163.0,A,170.0,A
2001-06-23,USGS,8179520,2001-06-23,174.0,A,162.0,A,168.0,A
2001-06-24,USGS,8179520,2001-06-24,174.0,A,170.0,A,172.0,A
2001-06-25,USGS,8179520,2001-06-25,174.0,A,170.0,A,172.0,A
2001-06-26,USGS,8179520,2001-06-26,174.0,A,170.0,A,172.0,A
2001-06-27,USGS,8179520,2001-06-27,176.0,A,170.0,A,172.0,A
2001-06-28,USGS,8179520,2001-06-28,174.0,A,172.0,A,174.0,A
2001-06-29,USGS,8179520,2001-06-29,176.0,A,172.0,A,173.0,A
2001-06-30,USGS,8179520,2001-06-30,174.0,A,172.0,A,173.0,A
2001-07-01,USGS,8179520,2001-07-01,174.0,A,170.0,A,172.0,A
2001-07-02,USGS,8179520,2001-07-02,176.0,A,165.0,A,170.0,A
2001-07-03,USGS,8179520,2001-07-03,167.0,A,163.0,A,165.0,A
2001-07-04,USGS,8179520,2001-07-04,167.0,A,163.0,A,164.0,A
2001-07-05,USGS,8179520,2001-07-05,167.0,A,163.0,A,164.0,A
2001-07-06,USGS,8179520,2001-07-06,165.0,A,163.0,A,164.0,A
2001-07-07,USGS,8179520,2001-07-07,165.0,A,162.0,A,163.0,A
2001-07-08,USGS,8179520,2001-07-08,167.0,A,162.0,A,164.0,A
2001-07-09,USGS,8179520,2001-07-09,165.0,A,163.0,A,164.0,A
2001-07-10,USGS,8179520,2001-07-10,165.0,A,163.0,A,164.0,A
2001-07-11,USGS,8179520,2001-07-11,165.0,A,162.0,A,163.0,A
2001-07-12,USGS,8179520,2001-07-12,165.0,A,162.0,A,163.0,A
2001-07-13,USGS,8179520,2001-07-13,163.0,A,157.0,A,161.0,A
2001-07-14,USGS,8179520,2001-07-14,158.0,A,155.0,A,157.0,A
2001-07-15,USGS,8179520,2001-07-15,157.0,A,155.0,A,156.0,A
2001-07-16,USGS,8179520,2001-07-16,157.0,A,155.0,A,155.0,A
2001-07-17,USGS,8179520,2001-07-17,157.0,A,153.0,A,155.0,A
2001-07-18,USGS,8179520,2001-07-18,157.0,A,153.0,A,155.0,A
2001-07-19,USGS,8179520,2001-07-19,157.0,A,153.0,A,155.0,A
2001-07-20,USGS,8179520,2001-07-20,157.0,A,155.0,A,156.0,A
2001-07-21,USGS,8179520,2001-07-21,157.0,A,155.0,A,155.0,A
2001-07-22,USGS,8179520,2001-07-22,157.0,A,153.0,A,155.0,A
2001-07-23,USGS,8179520,2001-07-23,157.0,A,153.0,A,155.0,A
2001-07-24,USGS,8179520,2001-07-24,157.0,A,153.0,A,155.0,A
2001-07-25,USGS,8179520,2001-07-25,155.0,A,153.0,A,154.0,A
2001-07-26,USGS,8179520,2001-07-26,155.0,A,137.0,A,145.0,A
2001-07-27,USGS,8179520,2001-07-27,139.0,A,137.0,A,139.0,A
2001-07-28,USGS,8179520,2001-07-28,139.0,A,137.0,A,138.0,A
2001-07-29,USGS,8179520,2001-07-29,139.0,A,137.0,A,138.0,A
2001-07-30,USGS,8179520,2001-07-30,139.0,A,136.0,A,137.0,A
2001-07-31,USGS,8179520,2001-07-31,141.0,A,136.0,A,137.0,A
2001-08-01,USGS,8179520,2001-08-01,139.0,A,136.0,A,137.0,A
2001-08-02,USGS,8179520,2001-08-02,139.0,A,136.0,A,137.0,A
2001-08-03,USGS,8179520,2001-08-03,139.0,A,136.0,A,137.0,A
2001-08-04,USGS,8179520,2001-08-04,139.0,A,136.0,A,137.0,A
2001-08-05,USGS,8179520,2001-08-05,137.0,A,136.0,A,137.0,A
2001-08-06,USGS,8179520,2001-08-06,155.0,A,136.0,A,146.0,A
2001-08-07,USGS,8179520,2001-08-07,155.0,A,153.0,A,154.0,A
2001-08-08,USGS,8179520,2001-08-08,155.0,A,150.0,A,154.0,A
2001-08-09,USGS,8179520,2001-08-09,158.0,A,153.0,A,155.0,A
2001-08-10,USGS,8179520,2001-08-10,158.0,A,155.0,A,157.0,A
2001-08-11,USGS,8179520,2001-08-11,157.0,A,153.0,A,155.0,A
2001-08-12,USGS,8179520,2001-08-12,157.0,A,153.0,A,155.0,A
2001-08-13,USGS,8179520,2001-08-13,157.0,A,153.0,A,155.0,A
2001-08-14,USGS,8179520,2001-08-14,157.0,A,152.0,A,155.0,A
2001-08-15,USGS,8179520,2001-08-15,157.0,A,152.0,A,155.0,A
2001-08-16,USGS,8179520,2001-08-16,157.0,A,153.0,A,155.0,A
2001-08-17,USGS,8179520,2001-08-17,155.0,A,153.0,A,155.0,A
2001-08-18,USGS,8179520,2001-08-18,157.0,A,153.0,A,155.0,A
2001-08-19,USGS,8179520,2001-08-19,157.0,A,153.0,A,154.0,A
2001-08-20,USGS,8179520,2001-08-20,155.0,A,153.0,A,154.0,A
2001-08-21,USGS,8179520,2001-08-21,155.0,A,153.0,A,153.0,A
2001-08-22,USGS,8179520,2001-08-22,155.0,A,152.0,A,153.0,A
2001-08-23,USGS,8179520,2001-08-23,155.0,A,152.0,A,153.0,A
2001-08-24,USGS,8179520,2001-08-24,153.0,A,152.0,A,153.0,A
2001-08-25,USGS,8179520,2001-08-25,153.0,A,152.0,A,153.0,A
2001-08-26,USGS,8179520,2001-08-26,199.0,A,152.0,A,156.0,A
2001-08-27,USGS,8179520,2001-08-27,187.0,A,152.0,A,162.0,A
2001-08-28,USGS,8179520,2001-08-28,163.0,A,153.0,A,156.0,A
2001-08-29,USGS,8179520,2001-08-29,160.0,A,150.0,A,157.0,A
2001-08-30,USGS,8179520,2001-08-30,167.0,A,158.0,A,160.0,A
2001-08-31,USGS,8179520,2001-08-31,170.0,A,79.0,A,119.0,A
2001-09-01,USGS,8179520,2001-09-01,85.0,A,79.0,A,80.8,A
2001-09-02,USGS,8179520,2001-09-02,82.0,A,79.0,A,79.8,A
2001-09-03,USGS,8179520,2001-09-03,80.0,A,78.0,A,79.4,A
2001-09-04,USGS,8179520,2001-09-04,79.0,A,64.0,A,72.7,A
2001-09-05,USGS,8179520,2001-09-05,235.0,A,64.0,A,83.1,A
2001-09-06,USGS,8179520,2001-09-06,86.0,A,69.0,A,70.6,A
2001-09-07,USGS,8179520,2001-09-07,69.0,A,68.0,A,68.9,A
2001-09-08,USGS,8179520,2001-09-08,71.0,A,68.0,A,68.8,A
2001-09-09,USGS,8179520,2001-09-09,69.0,A,67.0,A,67.8,A
2001-09-10,USGS,8179520,2001-09-10,68.0,A,66.0,A,67.1,A
2001-09-11,USGS,8179520,2001-09-11,68.0,A,66.0,A,66.5,A
2001-09-12,USGS,8179520,2001-09-12,67.0,A,66.0,A,66.3,A
2001-09-13,USGS,8179520,2001-09-13,67.0,A,66.0,A,66.2,A
2001-09-14,USGS,8179520,2001-09-14,67.0,A,65.0,A,66.1,A
2001-09-15,USGS,8179520,2001-09-15,67.0,A,65.0,A,66.1,A
2001-09-16,USGS,8179520,2001-09-16,67.0,A,65.0,A,66.0,A
2001-09-17,USGS,8179520,2001-09-17,67.0,A,65.0,A,66.0,A
2001-09-18,USGS,8179520,2001-09-18,67.0,A,65.0,A,66.0,A
2001-09-19,USGS,8179520,2001-09-19,67.0,A,65.0,A,65.9,A
2001-09-20,USGS,8179520,2001-09-20,67.0,A,65.0,A,65.8,A
2001-09-21,USGS,8179520,2001-09-21,66.0,A,65.0,A,65.5,A
2001-09-22,USGS,8179520,2001-09-22,69.0,A,64.0,A,66.2,A
2001-09-23,USGS,8179520,2001-09-23,67.0,A,65.0,A,65.7,A
2001-09-24,USGS,8179520,2001-09-24,66.0,A,64.0,A,65.2,A
2001-09-25,USGS,8179520,2001-09-25,66.0,A,64.0,A,64.9,A
2001-09-26,USGS,8179520,2001-09-26,66.0,A,64.0,A,64.6,A
2001-09-27,USGS,8179520,2001-09-27,66.0,A,62.0,A,64.4,A
2001-09-28,USGS,8179520,2001-09-28,65.0,A,62.0,A,64.0,A
2001-09-29,USGS,8179520,2001-09-29,65.0,A,62.0,A,64.2,A
2001-09-30,USGS,8179520,2001-09-30,65.0,A,62.0,A,63.8,A
2001-10-01,USGS,8179520,2001-10-01,65.0,A,62.0,A,63.7,A
2001-10-02,USGS,8179520,2001-10-02,65.0,A,62.0,A,64.0,A
2001-10-03,USGS,8179520,2001-10-03,65.0,A,62.0,A,64.1,A
2001-10-04,USGS,8179520,2001-10-04,65.0,A,63.0,A,64.1,A
2001-10-05,USGS,8179520,2001-10-05,65.0,A,63.0,A,63.9,A
2001-10-06,USGS,8179520,2001-10-06,64.0,A,62.0,A,63.2,A
2001-10-07,USGS,8179520,2001-10-07,64.0,A,58.0,A,62.9,A
2001-10-08,USGS,8179520,2001-10-08,65.0,A,58.0,A,63.9,A
2001-10-09,USGS,8179520,2001-10-09,65.0,A,64.0,A,64.3,A
2001-10-10,USGS,8179520,2001-10-10,65.0,A,63.0,A,64.1,A
2001-10-11,USGS,8179520,2001-10-11,65.0,A,63.0,A,64.1,A
2001-10-12,USGS,8179520,2001-10-12,81.0,A,63.0,A,64.3,A
2001-10-13,USGS,8179520,2001-10-13,94.0,A,64.0,A,70.7,A
2001-10-14,USGS,8179520,2001-10-14,,,,,64.0,A
2001-10-15,USGS,8179520,2001-10-15,,,,,65.0,A:e
2001-10-16,USGS,8179520,2001-10-16,66.0,A,62.0,A,64.0,A
2001-10-17,USGS,8179520,2001-10-17,,,,,61.0,A:e
2001-10-18,USGS,8179520,2001-10-18,,,,,64.0,A
2001-10-19,USGS,8179520,2001-10-19,67.0,A,65.0,A,65.5,A
2001-10-20,USGS,8179520,2001-10-20,67.0,A,66.0,A,66.0,A
2001-10-21,USGS,8179520,2001-10-21,67.0,A,65.0,A,66.0,A
2001-10-22,USGS,8179520,2001-10-22,66.0,A,65.0,A,66.0,A
2001-10-23,USGS,8179520,2001-10-23,66.0,A,65.0,A,66.0,A
2001-10-24,USGS,8179520,2001-10-24,67.0,A,65.0,A,66.0,A
2001-10-25,USGS,8179520,2001-10-25,66.0,A,65.0,A,65.7,A
2001-10-26,USGS,8179520,2001-10-26,66.0,A,65.0,A,65.5,A
2001-10-27,USGS,8179520,2001-10-27,66.0,A,65.0,A,65.2,A
2001-10-28,USGS,8179520,2001-10-28,66.0,A,65.0,A,65.2,A
2001-10-29,USGS,8179520,2001-10-29,66.0,A,65.0,A,65.3,A
2001-10-30,USGS,8179520,2001-10-30,66.0,A,65.0,A,65.3,A
2001-10-31,USGS,8179520,2001-10-31,67.0,A,65.0,A,66.3,A
2001-11-01,USGS,8179520,2001-11-01,67.0,A,66.0,A,66.4,A
2001-11-02,USGS,8179520,2001-11-02,67.0,A,66.0,A,66.2,A
2001-11-03,USGS,8179520,2001-11-03,67.0,A,66.0,A,66.0,A
2001-11-04,USGS,8179520,2001-11-04,67.0,A,66.0,A,66.0,A
2001-11-05,USGS,8179520,2001-11-05,66.0,A,66.0,A,66.0,A
2001-11-06,USGS,8179520,2001-11-06,67.0,A,65.0,A,66.0,A
2001-11-07,USGS,8179520,2001-11-07,67.0,A,65.0,A,66.0,A
2001-11-08,USGS,8179520,2001-11-08,68.0,A,64.0,A,65.0,A
2001-11-09,USGS,8179520,2001-11-09,68.0,A,64.0,A,65.3,A
2001-11-10,USGS,8179520,2001-11-10,65.0,A,65.0,A,65.0,A
2001-11-11,USGS,8179520,2001-11-11,66.0,A,64.0,A,65.5,A
2001-11-12,USGS,8179520,2001-11-12,66.0,A,65.0,A,65.9,A
2001-11-13,USGS,8179520,2001-11-13,66.0,A,65.0,A,65.9,A
2001-11-14,USGS,8179520,2001-11-14,67.0,A,65.0,A,66.0,A
2001-11-15,USGS,8179520,2001-11-15,157.0,A,65.0,A,77.8,A
2001-11-16,USGS,8179520,2001-11-16,75.0,A,70.0,A,73.5,A
2001-11-17,USGS,8179520,2001-11-17,76.0,A,75.0,A,75.7,A
2001-11-18,USGS,8179520,2001-11-18,90.0,A,76.0,A,77.0,A
2001-11-19,USGS,8179520,2001-11-19,79.0,A,76.0,A,77.2,A
2001-11-20,USGS,8179520,2001-11-20,78.0,A,76.0,A,76.9,A
2001-11-21,USGS,8179520,2001-11-21,78.0,A,76.0,A,77.2,A
2001-11-22,USGS,8179520,2001-11-22,79.0,A,77.0,A,77.5,A
2001-11-23,USGS,8179520,2001-11-23,79.0,A,78.0,A,78.7,A
2001-11-24,USGS,8179520,2001-11-24,79.0,A,78.0,A,78.3,A
2001-11-25,USGS,8179520,2001-11-25,79.0,A,78.0,A,78.5,A
2001-11-26,USGS,8179520,2001-11-26,79.0,A,78.0,A,78.9,A
2001-11-27,USGS,8179520,2001-11-27,80.0,A,77.0,A,78.6,A
2001-11-28,USGS,8179520,2001-11-28,79.0,A,77.0,A,78.3,A
2001-11-29,USGS,8179520,2001-11-29,79.0,A,77.0,A,78.3,A
2001-11-30,USGS,8179520,2001-11-30,80.0,A,78.0,A,78.4,A
2001-12-01,USGS,8179520,2001-12-01,80.0,A,78.0,A,78.9,A
2001-12-02,USGS,8179520,2001-12-02,83.0,A,79.0,A,80.3,A
2001-12-03,USGS,8179520,2001-12-03,81.0,A,79.0,A,80.3,A
2001-12-04,USGS,8179520,2001-12-04,81.0,A,80.0,A,80.5,A
2001-12-05,USGS,8179520,2001-12-05,84.0,A,80.0,A,81.7,A
2001-12-06,USGS,8179520,2001-12-06,87.0,A,84.0,A,85.3,A
2001-12-07,USGS,8179520,2001-12-07,95.0,A,87.0,A,90.5,A
2001-12-08,USGS,8179520,2001-12-08,137.0,A,94.0,A,126.0,A
2001-12-09,USGS,8179520,2001-12-09,144.0,A,136.0,A,141.0,A
2001-12-10,USGS,8179520,2001-12-10,148.0,A,136.0,A,141.0,A
2001-12-11,USGS,8179520,2001-12-11,191.0,A,137.0,A,160.0,A
2001-12-12,USGS,8179520,2001-12-12,222.0,A,187.0,A,204.0,A
2001-12-13,USGS,8179520,2001-12-13,,,,,231.0,A:e
2001-12-14,USGS,8179520,2001-12-14,228.0,A,215.0,A,222.0,A
2001-12-15,USGS,8179520,2001-12-15,235.0,A,215.0,A,223.0,A
2001-12-16,USGS,8179520,2001-12-16,,,,,235.0,A:e
2001-12-17,USGS,8179520,2001-12-17,,,,,232.0,A:e
2001-12-18,USGS,8179520,2001-12-18,232.0,A,219.0,A,225.0,A
2001-12-19,USGS,8179520,2001-12-19,230.0,A,207.0,A,218.0,A
2001-12-20,USGS,8179520,2001-12-20,209.0,A,191.0,A,201.0,A
2001-12-21,USGS,8179520,2001-12-21,195.0,A,185.0,A,191.0,A
2001-12-22,USGS,8179520,2001-12-22,199.0,A,185.0,A,194.0,A
2001-12-23,USGS,8179520,2001-12-23,195.0,A,178.0,A,188.0,A
2001-12-24,USGS,8179520,2001-12-24,181.0,A,167.0,A,174.0,A
2001-12-25,USGS,8179520,2001-12-25,174.0,A,157.0,A,163.0,A
2001-12-26,USGS,8179520,2001-12-26,160.0,A,152.0,A,156.0,A
2001-12-27,USGS,8179520,2001-12-27,153.0,A,147.0,A,150.0,A
2001-12-28,USGS,8179520,2001-12-28,152.0,A,142.0,A,147.0,A
2001-12-29,USGS,8179520,2001-12-29,160.0,A,136.0,A,144.0,A
2001-12-30,USGS,8179520,2001-12-30,136.0,A,130.0,A,133.0,A
2001-12-31,USGS,8179520,2001-12-31,133.0,A,121.0,A,126.0,A
2002-01-01,USGS,8179520,2002-01-01,125.0,A,114.0,A,119.0,A
2002-01-02,USGS,8179520,2002-01-02,117.0,A,107.0,A,111.0,A
2002-01-03,USGS,8179520,2002-01-03,107.0,A,102.0,A,104.0,A
2002-01-04,USGS,8179520,2002-01-04,107.0,A,101.0,A,103.0,A
2002-01-05,USGS,8179520,2002-01-05,147.0,A,105.0,A,128.0,A
2002-01-06,USGS,8179520,2002-01-06,129.0,A,125.0,A,126.0,A
2002-01-07,USGS,8179520,2002-01-07,127.0,A,119.0,A,123.0,A
2002-01-08,USGS,8179520,2002-01-08,121.0,A,117.0,A,118.0,A
2002-01-09,USGS,8179520,2002-01-09,118.0,A,113.0,A,116.0,A
2002-01-10,USGS,8179520,2002-01-10,125.0,A,113.0,A,116.0,A
2002-01-11,USGS,8179520,2002-01-11,126.0,A,105.0,A,116.0,A
2002-01-12,USGS,8179520,2002-01-12,107.0,A,102.0,A,104.0,A
2002-01-13,USGS,8179520,2002-01-13,102.0,A,95.0,A,98.8,A
2002-01-14,USGS,8179520,2002-01-14,104.0,A,93.0,A,96.9,A
2002-01-15,USGS,8179520,2002-01-15,95.0,A,88.0,A,91.0,A
2002-01-16,USGS,8179520,2002-01-16,90.0,A,88.0,A,89.1,A
2002-01-17,USGS,8179520,2002-01-17,91.0,A,87.0,A,89.0,A
2002-01-18,USGS,8179520,2002-01-18,91.0,A,86.0,A,88.5,A
2002-01-19,USGS,8179520,2002-01-19,96.0,A,84.0,A,88.7,A
2002-01-20,USGS,8179520,2002-01-20,84.0,A,80.0,A,81.0,A
2002-01-21,USGS,8179520,2002-01-21,82.0,A,78.0,A,79.7,A
2002-01-22,USGS,8179520,2002-01-22,79.0,A,77.0,A,78.0,A
2002-01-23,USGS,8179520,2002-01-23,79.0,A,77.0,A,78.0,A
2002-01-24,USGS,8179520,2002-01-24,99.0,A,77.0,A,86.0,A
2002-01-25,USGS,8179520,2002-01-25,78.0,A,72.0,A,74.9,A
2002-01-26,USGS,8179520,2002-01-26,73.0,A,70.0,A,71.5,A
2002-01-27,USGS,8179520,2002-01-27,70.0,A,69.0,A,69.5,A
2002-01-28,USGS,8179520,2002-01-28,70.0,A,69.0,A,69.4,A
2002-01-29,USGS,8179520,2002-01-29,71.0,A,69.0,A,70.0,A
2002-01-30,USGS,8179520,2002-01-30,73.0,A,70.0,A,71.3,A
2002-01-31,USGS,8179520,2002-01-31,83.0,A,71.0,A,75.7,A
2002-02-01,USGS,8179520,2002-02-01,75.0,A,65.0,A,69.3,A
2002-02-02,USGS,8179520,2002-02-02,66.0,A,64.0,A,65.6,A
2002-02-03,USGS,8179520,2002-02-03,65.0,A,64.0,A,64.5,A
2002-02-04,USGS,8179520,2002-02-04,65.0,A,63.0,A,64.1,A
2002-02-05,USGS,8179520,2002-02-05,65.0,A,63.0,A,64.1,A
2002-02-06,USGS,8179520,2002-02-06,65.0,A,63.0,A,63.9,A
2002-02-07,USGS,8179520,2002-02-07,64.0,A,63.0,A,63.1,A
2002-02-08,USGS,8179520,2002-02-08,64.0,A,63.0,A,63.1,A
2002-02-09,USGS,8179520,2002-02-09,64.0,A,62.0,A,62.9,A
2002-02-10,USGS,8179520,2002-02-10,65.0,A,62.0,A,62.9,A
2002-02-11,USGS,8179520,2002-02-11,63.0,A,62.0,A,62.2,A
2002-02-12,USGS,8179520,2002-02-12,63.0,A,62.0,A,62.3,A
2002-02-13,USGS,8179520,2002-02-13,63.0,A,62.0,A,62.1,A
2002-02-14,USGS,8179520,2002-02-14,63.0,A,62.0,A,62.0,A
2002-02-15,USGS,8179520,2002-02-15,62.0,A,62.0,A,62.0,A
2002-02-16,USGS,8179520,2002-02-16,62.0,A,62.0,A,62.0,A
2002-02-17,USGS,8179520,2002-02-17,63.0,A,62.0,A,62.0,A
2002-02-18,USGS,8179520,2002-02-18,63.0,A,62.0,A,62.0,A
2002-02-19,USGS,8179520,2002-02-19,63.0,A,61.0,A,62.0,A
2002-02-20,USGS,8179520,2002-02-20,62.0,A,62.0,A,62.0,A
2002-02-21,USGS,8179520,2002-02-21,63.0,A,60.0,A,61.9,A
2002-02-22,USGS,8179520,2002-02-22,63.0,A,62.0,A,62.0,A
2002-02-23,USGS,8179520,2002-02-23,63.0,A,62.0,A,62.0,A
2002-02-24,USGS,8179520,2002-02-24,62.0,A,62.0,A,62.0,A
2002-02-25,USGS,8179520,2002-02-25,63.0,A,62.0,A,62.0,A
2002-02-26,USGS,8179520,2002-02-26,63.0,A,60.0,A,61.8,A
2002-02-27,USGS,8179520,2002-02-27,62.0,A,61.0,A,61.8,A
2002-02-28,USGS,8179520,2002-02-28,62.0,A,61.0,A,61.8,A
2002-03-01,USGS,8179520,2002-03-01,62.0,A,62.0,A,62.0,A
2002-03-02,USGS,8179520,2002-03-02,62.0,A,60.0,A,61.5,A
2002-03-03,USGS,8179520,2002-03-03,62.0,A,60.0,A,61.2,A
2002-03-04,USGS,8179520,2002-03-04,62.0,A,60.0,A,61.3,A
2002-03-05,USGS,8179520,2002-03-05,62.0,A,61.0,A,61.5,A
2002-03-06,USGS,8179520,2002-03-06,62.0,A,61.0,A,62.0,A
2002-03-07,USGS,8179520,2002-03-07,62.0,A,61.0,A,61.9,A
2002-03-08,USGS,8179520,2002-03-08,62.0,A,61.0,A,62.0,A
2002-03-09,USGS,8179520,2002-03-09,62.0,A,59.0,A,61.5,A
2002-03-10,USGS,8179520,2002-03-10,62.0,A,60.0,A,61.3,A
2002-03-11,USGS,8179520,2002-03-11,62.0,A,61.0,A,61.5,A
2002-03-12,USGS,8179520,2002-03-12,62.0,A,61.0,A,61.1,A
2002-03-13,USGS,8179520,2002-03-13,62.0,A,61.0,A,61.2,A
2002-03-14,USGS,8179520,2002-03-14,62.0,A,60.0,A,61.5,A
2002-03-15,USGS,8179520,2002-03-15,96.0,A,61.0,A,76.4,A
2002-03-16,USGS,8179520,2002-03-16,96.0,A,94.0,A,95.2,A
2002-03-17,USGS,8179520,2002-03-17,96.0,A,95.0,A,95.1,A
2002-03-18,USGS,8179520,2002-03-18,96.0,A,94.0,A,95.0,A
2002-03-19,USGS,8179520,2002-03-19,105.0,A,95.0,A,95.8,A
2002-03-20,USGS,8179520,2002-03-20,96.0,A,94.0,A,95.2,A
2002-03-21,USGS,8179520,2002-03-21,96.0,A,94.0,A,94.9,A
2002-03-22,USGS,8179520,2002-03-22,96.0,A,93.0,A,94.7,A
2002-03-23,USGS,8179520,2002-03-23,96.0,A,94.0,A,94.8,A
2002-03-24,USGS,8179520,2002-03-24,96.0,A,94.0,A,95.1,A
2002-03-25,USGS,8179520,2002-03-25,96.0,A,94.0,A,94.8,A
2002-03-26,USGS,8179520,2002-03-26,95.0,A,61.0,A,82.4,A
2002-03-27,USGS,8179520,2002-03-27,61.0,A,59.0,A,60.2,A
2002-03-28,USGS,8179520,2002-03-28,62.0,A,60.0,A,61.1,A
2002-03-29,USGS,8179520,2002-03-29,62.0,A,61.0,A,61.2,A
2002-03-30,USGS,8179520,2002-03-30,72.0,A,60.0,A,62.7,A
2002-03-31,USGS,8179520,2002-03-31,62.0,A,60.0,A,61.3,A
2002-04-01,USGS,8179520,2002-04-01,62.0,A,61.0,A,61.5,A
