datetime,MaxLevel
2016-09-01,675.3
2016-08-31,675.1
2016-08-30,675.3
2016-08-29,675.1
2016-08-28,675.3
2016-08-27,674.9
2016-08-26,674.8
2016-08-25,674.6
2016-08-24,674.3
2016-08-23,673.8
2016-08-22,672.9
2016-08-21,671.4
2016-08-20,669.7
2016-08-19,669.0
2016-08-18,668.2
2016-08-17,667.4
2016-08-16,665.7
2016-08-15,664.2
2016-08-14,662.6
2016-08-13,661.3
2016-08-12,660.5
2016-08-11,660.9
2016-08-10,661.6
2016-08-09,661.9
2016-08-08,663.5
2016-08-07,663.9
2016-08-06,663.9
2016-08-05,663.7
2016-08-04,664.4
2016-08-03,664.9
2016-08-02,665.6
2016-08-01,666.5
2016-07-31,666.8
2016-07-30,666.1
2016-07-29,665.7
2016-07-28,665.4
2016-07-27,663.9
2016-07-26,663.3
2016-07-25,662.7
2016-07-24,663.4
2016-07-23,663.1
2016-07-22,663.2
2016-07-21,663.5
2016-07-20,664.0
2016-07-19,664.6
2016-07-18,665.6
2016-07-17,666.4
2016-07-16,666.1
2016-07-15,666.6
2016-07-14,667.4
2016-07-13,668.2
2016-07-12,668.7
2016-07-11,669.9
2016-07-10,670.2
2016-07-09,670.4
2016-07-08,670.7
2016-07-07,671.1
2016-07-06,671.8
2016-07-05,672.7
2016-07-04,673.7
2016-07-03,674.0
2016-07-02,674.0
2016-07-01,674.3
2016-06-30,675.0
2016-06-29,675.5
2016-06-28,675.8
2016-06-27,676.6
2016-06-26,676.6
2016-06-25,676.3
2016-06-24,676.7
2016-06-23,677.6
2016-06-22,678.2
2016-06-21,679.1
2016-06-20,680.0
2016-06-19,680.5
2016-06-18,681.0
2016-06-17,681.6
2016-06-16,682.5
2016-06-15,683.2
2016-06-14,683.6
2016-06-13,684.4
2016-06-12,684.8
2016-06-11,684.8
2016-06-10,685.3
2016-06-09,685.4
2016-06-08,685.4
2016-06-07,685.4
2016-06-06,685.5
2016-06-05,685.0
2016-06-04,684.4
2016-06-03,683.5
2016-06-02,682.6
2016-06-01,680.7
2016-05-31,679.9
2016-05-30,679.4
2016-05-29,678.7
2016-05-28,678.4
2016-05-27,678.5
2016-05-26,678.5
2016-05-25,678.8
2016-05-24,678.7
2016-05-23,678.6
2016-05-22,678.7
2016-05-21,678.1
2016-05-20,677.8
2016-05-19,676.7
2016-05-18,674.6
2016-05-17,673.2
2016-05-16,672.6
2016-05-15,671.5
2016-05-14,671.0
2016-05-13,670.3
2016-05-12,669.6
2016-05-11,668.7
2016-05-10,667.7
2016-05-09,668.3
2016-05-08,668.6
2016-05-07,668.6
2016-05-06,669.0
2016-05-05,669.8
2016-05-04,670.3
2016-05-03,670.7
2016-05-02,671.0
2016-05-01,671.0
2016-04-30,670.5
2016-04-29,670.0
2016-04-28,669.9
2016-04-27,669.6
2016-04-26,669.6
2016-04-25,669.9
2016-04-24,669.9
2016-04-23,669.3
2016-04-22,668.7
2016-04-21,668.0
2016-04-20,667.4
2016-04-19,666.8
2016-04-18,665.5
2016-04-17,664.7
2016-04-16,664.3
2016-04-15,663.6
2016-04-14,663.2
2016-04-13,662.4
2016-04-12,661.4
2016-04-11,661.9
2016-04-10,661.9
2016-04-09,661.8
2016-04-08,661.7
2016-04-07,662.1
2016-04-06,662.6
2016-04-05,662.8
2016-04-04,663.5
2016-04-03,664.1
2016-04-02,664.5
2016-04-01,664.4
2016-03-31,665.0
2016-03-30,665.0
2016-03-29,665.2
2016-03-28,665.5
2016-03-27,665.7
2016-03-26,665.6
2016-03-25,665.4
2016-03-24,665.4
2016-03-23,665.3
2016-03-22,665.4
2016-03-21,665.7
2016-03-20,666.1
2016-03-19,666.0
2016-03-18,666.0
2016-03-17,665.9
2016-03-16,666.0
2016-03-15,666.4
2016-03-14,666.6
2016-03-13,666.8
2016-03-12,666.1
2016-03-11,665.1
2016-03-10,664.4
2016-03-09,663.5
2016-03-08,662.7
2016-03-07,662.7
2016-03-06,662.9
2016-03-05,662.7
2016-03-04,662.8
2016-03-03,662.9
2016-03-02,663.1
2016-03-01,663.4
2016-02-29,663.9
2016-02-28,664.3
2016-02-27,663.8
2016-02-26,663.4
2016-02-25,663.5
2016-02-24,663.1
2016-02-23,662.5
2016-02-22,662.0
2016-02-21,662.1
2016-02-20,661.8
2016-02-19,661.7
2016-02-18,662.0
2016-02-17,662.3
2016-02-16,662.7
2016-02-15,663.3
2016-02-14,663.4
2016-02-13,663.3
2016-02-12,663.3
2016-02-11,663.6
2016-02-10,663.9
2016-02-09,664.1
2016-02-08,664.6
2016-02-07,665.0
2016-02-06,665.0
2016-02-05,664.8
2016-02-04,665.0
2016-02-03,665.3
2016-02-02,665.5
2016-02-01,665.8
2016-01-31,666.4
2016-01-30,666.5
2016-01-29,666.2
2016-01-28,666.0
2016-01-27,666.1
2016-01-26,666.0
2016-01-25,666.3
2016-01-24,666.8
2016-01-23,666.5
2016-01-22,666.4
2016-01-21,666.8
2016-01-20,666.8
2016-01-19,667.1
2016-01-18,667.4
2016-01-17,667.8
2016-01-16,667.7
2016-01-15,667.8
2016-01-14,667.7
2016-01-13,667.4
2016-01-12,667.7
2016-01-11,667.9
2016-01-10,668.2
2016-01-09,668.0
2016-01-08,668.1
2016-01-07,668.3
2016-01-06,667.8
2016-01-05,667.6
2016-01-04,667.5
2016-01-03,667.7
2016-01-02,666.7
2016-01-01,666.1
2015-12-31,666.7
2015-12-30,666.9
2015-12-29,666.7
2015-12-28,666.7
2015-12-27,666.8
2015-12-26,666.7
2015-12-25,666.3
2015-12-24,666.0
2015-12-23,666.2
2015-12-22,666.5
2015-12-21,666.5
2015-12-20,666.4
2015-12-19,666.2
2015-12-18,666.0
2015-12-17,666.1
2015-12-16,666.4
2015-12-15,666.5
2015-12-14,666.4
2015-12-13,666.2
2015-12-12,665.8
2015-12-11,666.2
2015-12-10,665.4
2015-12-09,665.1
2015-12-08,665.2
2015-12-07,665.2
2015-12-06,665.5
2015-12-05,665.3
2015-12-04,665.1
2015-12-03,664.9
2015-12-02,665.1
2015-12-01,665.2
2015-11-30,664.8
2015-11-29,664.4
2015-11-28,663.3
2015-11-27,661.1
2015-11-26,660.6
2015-11-25,660.7
2015-11-24,661.0
2015-11-23,661.3
2015-11-22,661.6
2015-11-21,661.5
2015-11-20,661.1
2015-11-19,661.2
2015-11-18,661.3
2015-11-17,661.5
2015-11-16,661.4
2015-11-15,661.3
2015-11-14,661.1
2015-11-13,660.8
2015-11-12,660.9
2015-11-11,661.2
2015-11-10,661.2
2015-11-09,661.8
2015-11-08,662.0
2015-11-07,661.4
2015-11-06,660.7
2015-11-05,660.5
2015-11-04,660.3
2015-11-03,659.6
2015-11-02,659.0
2015-11-01,658.5
2015-10-31,657.6
2015-10-30,654.6
2015-10-29,651.4
2015-10-28,651.7
2015-10-27,651.6
2015-10-26,651.5
2015-10-25,651.1
2015-10-24,648.5
2015-10-23,644.9
2015-10-22,643.9
2015-10-21,643.2
2015-10-20,642.8
2015-10-19,643.6
