datetime,datetime_x,datetime_x,Comal River,Unnamed: 0_x,datetime_y,Comal Rv (nc),Unnamed: 0_y,datetime.1,Comal Rv (oc),datetime_y,MaxLevel
2016-07-21,2016-07-21 00:00:00,2016-07-21 00:00:00,334.0,76603,2016-07-21 00:00:00,254.0,152451,2016-07-21 00:00:00,44.7,2016-07-21,867.1
2016-07-22,2016-07-22 00:00:00,2016-07-22 00:00:00,338.0,76699,2016-07-22 00:00:00,251.0,152547,2016-07-22 00:00:00,44.7,2016-07-22,867.1
2016-07-23,2016-07-23 00:00:00,2016-07-23 00:00:00,334.0,76795,2016-07-23 00:00:00,257.0,152643,2016-07-23 00:00:00,44.7,2016-07-23,867.2
2016-07-24,2016-07-24 00:00:00,2016-07-24 00:00:00,334.0,76891,2016-07-24 00:00:00,257.0,152739,2016-07-24 00:00:00,44.1,2016-07-24,867.1
2016-07-27,2016-07-27 00:00:00,2016-07-27 00:00:00,367.0,76987,2016-07-27 00:00:00,257.0,152931,2016-07-27 00:00:00,53.1,2016-07-27,867.2
2016-07-28,2016-07-28 00:00:00,2016-07-28 00:00:00,371.0,77083,2016-07-28 00:00:00,257.0,153027,2016-07-28 00:00:00,51.2,2016-07-28,867.2
2016-07-29,2016-07-29 00:00:00,2016-07-29 00:00:00,350.0,77179,2016-07-29 00:00:00,257.0,153123,2016-07-29 00:00:00,51.2,2016-07-29,867.2
2016-07-30,2016-07-30 00:00:00,2016-07-30 00:00:00,359.0,77275,2016-07-30 00:00:00,254.0,153219,2016-07-30 00:00:00,51.2,2016-07-30,867.3
2016-07-31,2016-07-31 00:00:00,2016-07-31 00:00:00,355.0,77371,2016-07-31 00:00:00,257.0,153315,2016-07-31 00:00:00,51.2,2016-07-31,867.3
2016-08-01,2016-08-01 00:00:00,2016-08-01 00:00:00,359.0,77467,2016-08-01 00:00:00,257.0,153411,2016-08-01 00:00:00,52.4,2016-08-01,867.3
2016-08-02,2016-08-02 00:00:00,2016-08-02 00:00:00,359.0,77563,2016-08-02 00:00:00,248.0,153507,2016-08-02 00:00:00,51.8,2016-08-02,867.3
2016-08-03,2016-08-03 00:00:00,2016-08-03 00:00:00,359.0,77659,2016-08-03 00:00:00,268.0,153603,2016-08-03 00:00:00,44.1,2016-08-03,867.4
2016-08-04,2016-08-04 00:00:00,2016-08-04 00:00:00,346.0,77755,2016-08-04 00:00:00,257.0,153699,2016-08-04 00:00:00,45.4,2016-08-04,867.4
2016-08-05,2016-08-05 00:00:00,2016-08-05 00:00:00,342.0,77851,2016-08-05 00:00:00,248.0,153795,2016-08-05 00:00:00,46.0,2016-08-05,867.3
2016-08-06,2016-08-06 00:00:00,2016-08-06 00:00:00,350.0,77947,2016-08-06 00:00:00,268.0,153891,2016-08-06 00:00:00,44.7,2016-08-06,867.3
2016-08-07,2016-08-07 00:00:00,2016-08-07 00:00:00,350.0,78043,2016-08-07 00:00:00,251.0,153987,2016-08-07 00:00:00,45.4,2016-08-07,867.3
2016-08-08,2016-08-08 00:00:00,2016-08-08 00:00:00,350.0,78139,2016-08-08 00:00:00,251.0,154083,2016-08-08 00:00:00,46.0,2016-08-08,867.3
2016-08-09,2016-08-09 00:00:00,2016-08-09 00:00:00,342.0,78235,2016-08-09 00:00:00,251.0,154179,2016-08-09 00:00:00,44.1,2016-08-09,867.3
2016-08-10,2016-08-10 00:00:00,2016-08-10 00:00:00,350.0,78331,2016-08-10 00:00:00,245.0,154275,2016-08-10 00:00:00,44.7,2016-08-10,867.3
2016-08-11,2016-08-11 00:00:00,2016-08-11 00:00:00,346.0,78427,2016-08-11 00:00:00,245.0,154371,2016-08-11 00:00:00,43.5,2016-08-11,867.4
2016-08-12,2016-08-12 00:00:00,2016-08-12 00:00:00,330.0,78523,2016-08-12 00:00:00,248.0,154467,2016-08-12 00:00:00,42.8,2016-08-12,867.4
2016-08-13,2016-08-13 00:00:00,2016-08-13 00:00:00,338.0,78619,2016-08-13 00:00:00,240.0,154563,2016-08-13 00:00:00,39.0,2016-08-13,867.4
2016-08-14,2016-08-14 00:00:00,2016-08-14 00:00:00,330.0,78715,2016-08-14 00:00:00,248.0,154659,2016-08-14 00:00:00,42.8,2016-08-14,867.4
2016-08-15,2016-08-15 00:00:00,2016-08-15 00:00:00,376.0,78811,2016-08-15 00:00:00,237.0,154755,2016-08-15 00:00:00,45.4,2016-08-15,867.5
2016-08-17,2016-08-17 00:00:00,2016-08-17 00:00:00,690.0,78907,2016-08-17 00:00:00,290.0,154947,2016-08-17 00:00:00,53.1,2016-08-17,867.6
2016-08-18,2016-08-18 00:00:00,2016-08-18 00:00:00,512.0,79003,2016-08-18 00:00:00,251.0,155043,2016-08-18 00:00:00,48.6,2016-08-18,867.7
2016-08-19,2016-08-19 00:00:00,2016-08-19 00:00:00,363.0,79099,2016-08-19 00:00:00,251.0,155139,2016-08-19 00:00:00,51.8,2016-08-19,867.7
2016-08-20,2016-08-20 00:00:00,2016-08-20 00:00:00,376.0,79195,2016-08-20 00:00:00,254.0,155235,2016-08-20 00:00:00,52.4,2016-08-20,867.9
2016-08-22,2016-08-22 00:00:00,2016-08-22 00:00:00,512.0,79291,2016-08-22 00:00:00,290.0,155427,2016-08-22 00:00:00,68.2,2016-08-22,868.1
2016-08-23,2016-08-23 00:00:00,2016-08-23 00:00:00,581.0,79387,2016-08-23 00:00:00,273.0,155519,2016-08-23 00:00:00,52.4,2016-08-23,868.1
2016-08-24,2016-08-24 00:00:00,2016-08-24 00:00:00,406.0,79483,2016-08-24 00:00:00,248.0,155615,2016-08-24 00:00:00,50.5,2016-08-24,868.2
2016-08-26,2016-08-26 00:00:00,2016-08-26 00:00:00,380.0,79675,2016-08-26 00:00:00,240.0,155711,2016-08-26 00:00:00,58.3,2016-08-26,868.4
2016-08-27,2016-08-27 00:00:00,2016-08-27 00:00:00,380.0,79771,2016-08-27 00:00:00,245.0,155807,2016-08-27 00:00:00,51.2,2016-08-27,868.5
2016-08-28,2016-08-28 00:00:00,2016-08-28 00:00:00,380.0,79867,2016-08-28 00:00:00,240.0,155903,2016-08-28 00:00:00,51.8,2016-08-28,868.6
2016-08-29,2016-08-29 00:00:00,2016-08-29 00:00:00,393.0,79963,2016-08-29 00:00:00,240.0,155999,2016-08-29 00:00:00,53.1,2016-08-29,868.6
2016-08-30,2016-08-30 00:00:00,2016-08-30 00:00:00,393.0,80059,2016-08-30 00:00:00,242.0,156095,2016-08-30 00:00:00,53.7,2016-08-30,868.6
2016-08-31,2016-08-31 00:00:00,2016-08-31 00:00:00,397.0,80155,2016-08-31 00:00:00,242.0,156191,2016-08-31 00:00:00,53.7,2016-08-31,868.7
2016-09-01,2016-09-01 00:00:00,2016-09-01 00:00:00,384.0,80251,2016-09-01 00:00:00,234.0,156287,2016-09-01 00:00:00,53.1,2016-09-01,868.8
2016-09-02,2016-09-02 00:00:00,2016-09-02 00:00:00,393.0,80347,2016-09-02 00:00:00,242.0,156383,2016-09-02 00:00:00,52.4,2016-09-02,868.9
2016-09-03,2016-09-03 00:00:00,2016-09-03 00:00:00,384.0,80443,2016-09-03 00:00:00,254.0,156479,2016-09-03 00:00:00,52.4,2016-09-03,868.9
2016-09-04,2016-09-04 00:00:00,2016-09-04 00:00:00,397.0,80539,2016-09-04 00:00:00,248.0,156575,2016-09-04 00:00:00,53.7,2016-09-04,869.0
2016-09-05,2016-09-05 00:00:00,2016-09-05 00:00:00,384.0,80635,2016-09-05 00:00:00,245.0,156671,2016-09-05 00:00:00,53.7,2016-09-05,869.0
2016-09-06,2016-09-06 00:00:00,2016-09-06 00:00:00,389.0,80731,2016-09-06 00:00:00,245.0,156767,2016-09-06 00:00:00,53.7,2016-09-06,869.1
2016-09-07,2016-09-07 00:00:00,2016-09-07 00:00:00,384.0,80827,2016-09-07 00:00:00,260.0,156863,2016-09-07 00:00:00,53.7,2016-09-07,869.1
2016-09-08,2016-09-08 00:00:00,2016-09-08 00:00:00,389.0,80923,2016-09-08 00:00:00,273.0,156959,2016-09-08 00:00:00,50.5,2016-09-08,869.2
2016-09-09,2016-09-09 00:00:00,2016-09-09 00:00:00,384.0,81019,2016-09-09 00:00:00,281.0,157055,2016-09-09 00:00:00,48.6,2016-09-09,869.2
2016-09-10,2016-09-10 00:00:00,2016-09-10 00:00:00,384.0,81115,2016-09-10 00:00:00,304.0,157151,2016-09-10 00:00:00,51.2,2016-09-10,869.3
2016-09-11,2016-09-11 00:00:00,2016-09-11 00:00:00,384.0,81211,2016-09-11 00:00:00,281.0,157247,2016-09-11 00:00:00,50.5,2016-09-11,869.3
2016-09-12,2016-09-12 00:00:00,2016-09-12 00:00:00,380.0,81307,2016-09-12 00:00:00,273.0,157343,2016-09-12 00:00:00,51.8,2016-09-12,869.3
2016-09-13,2016-09-13 00:00:00,2016-09-13 00:00:00,367.0,81403,2016-09-13 00:00:00,323.0,157439,2016-09-13 00:00:00,54.4,2016-09-13,869.4
2016-09-14,2016-09-14 00:00:00,2016-09-14 00:00:00,371.0,81499,2016-09-14 00:00:00,361.0,157535,2016-09-14 00:00:00,54.4,2016-09-14,869.5
2016-09-21,2016-09-21 00:00:00,2016-09-21 00:00:00,367.0,81595,2016-09-21 00:00:00,323.0,158207,2016-09-21 00:00:00,53.7,2016-09-21,869.9
2016-09-22,2016-09-22 00:00:00,2016-09-22 00:00:00,363.0,81691,2016-09-22 00:00:00,285.0,158303,2016-09-22 00:00:00,54.4,2016-09-22,869.9
2016-09-23,2016-09-23 00:00:00,2016-09-23 00:00:00,363.0,81787,2016-09-23 00:00:00,285.0,158399,2016-09-23 00:00:00,54.4,2016-09-23,870.0
2016-09-24,2016-09-24 00:00:00,2016-09-24 00:00:00,363.0,81883,2016-09-24 00:00:00,318.0,158495,2016-09-24 00:00:00,55.0,2016-09-24,870.1
2016-09-25,2016-09-25 00:00:00,2016-09-25 00:00:00,363.0,81979,2016-09-25 00:00:00,299.0,158591,2016-09-25 00:00:00,58.3,2016-09-25,870.2
2016-09-26,2016-09-26 00:00:00,2016-09-26 00:00:00,363.0,82075,2016-09-26 00:00:00,260.0,158687,2016-09-26 00:00:00,56.3,2016-09-26,870.2
2016-09-27,2016-09-27 00:00:00,2016-09-27 00:00:00,660.0,82171,2016-09-27 00:00:00,294.0,158783,2016-09-27 00:00:00,44.1,2016-09-27,870.3
2016-09-28,2016-09-28 00:00:00,2016-09-28 00:00:00,415.0,82267,2016-09-28 00:00:00,273.0,158879,2016-09-28 00:00:00,36.5,2016-09-28,870.4
2016-09-29,2016-09-29 00:00:00,2016-09-29 00:00:00,402.0,82363,2016-09-29 00:00:00,281.0,158975,2016-09-29 00:00:00,36.5,2016-09-29,870.4
2016-09-30,2016-09-30 00:00:00,2016-09-30 00:00:00,397.0,82459,2016-09-30 00:00:00,273.0,159071,2016-09-30 00:00:00,42.2,2016-09-30,870.5
2016-10-01,2016-10-01 00:00:00,2016-10-01 00:00:00,393.0,82555,2016-10-01 00:00:00,277.0,159167,2016-10-01 00:00:00,40.9,2016-10-01,870.6
2016-10-02,2016-10-02 00:00:00,2016-10-02 00:00:00,389.0,82651,2016-10-02 00:00:00,277.0,159263,2016-10-02 00:00:00,46.0,2016-10-02,870.7
2016-10-03,2016-10-03 00:00:00,2016-10-03 00:00:00,376.0,82747,2016-10-03 00:00:00,273.0,159359,2016-10-03 00:00:00,47.3,2016-10-03,870.7
2016-10-04,2016-10-04 00:00:00,2016-10-04 00:00:00,384.0,82843,2016-10-04 00:00:00,260.0,159455,2016-10-04 00:00:00,40.9,2016-10-04,870.8
2016-10-05,2016-10-05 00:00:00,2016-10-05 00:00:00,376.0,82939,2016-10-05 00:00:00,285.0,159551,2016-10-05 00:00:00,39.7,2016-10-05,870.8
2016-10-06,2016-10-06 00:00:00,2016-10-06 00:00:00,376.0,83035,2016-10-06 00:00:00,294.0,159647,2016-10-06 00:00:00,39.0,2016-10-06,870.8
2016-10-07,2016-10-07 00:00:00,2016-10-07 00:00:00,371.0,83131,2016-10-07 00:00:00,285.0,159740,2016-10-07 00:00:00,40.9,2016-10-07,870.9
2016-10-08,2016-10-08 00:00:00,2016-10-08 00:00:00,371.0,83227,2016-10-08 00:00:00,294.0,159836,2016-10-08 00:00:00,44.1,2016-10-08,870.9
2016-10-09,2016-10-09 00:00:00,2016-10-09 00:00:00,376.0,83323,2016-10-09 00:00:00,290.0,159932,2016-10-09 00:00:00,47.9,2016-10-09,871.0
2016-10-10,2016-10-10 00:00:00,2016-10-10 00:00:00,380.0,83419,2016-10-10 00:00:00,273.0,160028,2016-10-10 00:00:00,48.6,2016-10-10,871.0
2016-10-11,2016-10-11 00:00:00,2016-10-11 00:00:00,367.0,83515,2016-10-11 00:00:00,277.0,160124,2016-10-11 00:00:00,51.2,2016-10-11,871.1
2016-10-12,2016-10-12 00:00:00,2016-10-12 00:00:00,367.0,83611,2016-10-12 00:00:00,268.0,160220,2016-10-12 00:00:00,59.0,2016-10-12,871.1
2016-10-13,2016-10-13 00:00:00,2016-10-13 00:00:00,371.0,83707,2016-10-13 00:00:00,277.0,160316,2016-10-13 00:00:00,62.2,2016-10-13,871.2
2016-10-14,2016-10-14 00:00:00,2016-10-14 00:00:00,367.0,83803,2016-10-14 00:00:00,264.0,160412,2016-10-14 00:00:00,62.2,2016-10-14,871.3
2016-10-15,2016-10-15 00:00:00,2016-10-15 00:00:00,371.0,83899,2016-10-15 00:00:00,273.0,160508,2016-10-15 00:00:00,60.9,2016-10-15,871.3
2016-10-16,2016-10-16 00:00:00,2016-10-16 00:00:00,371.0,83995,2016-10-16 00:00:00,264.0,160604,2016-10-16 00:00:00,63.6,2016-10-16,871.3
2016-10-17,2016-10-17 00:00:00,2016-10-17 00:00:00,380.0,84091,2016-10-17 00:00:00,281.0,160700,2016-10-17 00:00:00,63.6,2016-10-17,871.3
2016-10-18,2016-10-18 00:00:00,2016-10-18 00:00:00,371.0,84187,2016-10-18 00:00:00,273.0,160796,2016-10-18 00:00:00,60.9,2016-10-18,871.4
2016-10-19,2016-10-19 00:00:00,2016-10-19 00:00:00,371.0,84283,2016-10-19 00:00:00,264.0,160892,2016-10-19 00:00:00,60.9,2016-10-19,871.4
2016-10-20,2016-10-20 00:00:00,2016-10-20 00:00:00,367.0,84379,2016-10-20 00:00:00,268.0,160988,2016-10-20 00:00:00,60.9,2016-10-20,871.4
2016-10-21,2016-10-21 00:00:00,2016-10-21 00:00:00,359.0,84475,2016-10-21 00:00:00,285.0,161084,2016-10-21 00:00:00,68.2,2016-10-21,871.4
2016-10-22,2016-10-22 00:00:00,2016-10-22 00:00:00,367.0,84571,2016-10-22 00:00:00,273.0,161180,2016-10-22 00:00:00,68.2,2016-10-22,871.4
2016-10-23,2016-10-23 00:00:00,2016-10-23 00:00:00,380.0,84667,2016-10-23 00:00:00,281.0,161276,2016-10-23 00:00:00,67.5,2016-10-23,871.5
2016-10-24,2016-10-24 00:00:00,2016-10-24 00:00:00,367.0,84763,2016-10-24 00:00:00,273.0,161372,2016-10-24 00:00:00,63.6,2016-10-24,871.5
2016-10-25,2016-10-25 00:00:00,2016-10-25 00:00:00,363.0,84859,2016-10-25 00:00:00,285.0,161468,2016-10-25 00:00:00,63.6,2016-10-25,871.5
2016-10-26,2016-10-26 00:00:00,2016-10-26 00:00:00,359.0,84955,2016-10-26 00:00:00,273.0,161564,2016-10-26 00:00:00,62.9,2016-10-26,871.5
2016-10-27,2016-10-27 00:00:00,2016-10-27 00:00:00,363.0,85051,2016-10-27 00:00:00,281.0,161660,2016-10-27 00:00:00,63.6,2016-10-27,871.6
2016-10-28,2016-10-28 00:00:00,2016-10-28 00:00:00,359.0,85147,2016-10-28 00:00:00,285.0,161756,2016-10-28 00:00:00,62.9,2016-10-28,871.7
2016-10-29,2016-10-29 00:00:00,2016-10-29 00:00:00,355.0,85243,2016-10-29 00:00:00,268.0,161852,2016-10-29 00:00:00,64.9,2016-10-29,871.7
2016-10-30,2016-10-30 00:00:00,2016-10-30 00:00:00,355.0,85339,2016-10-30 00:00:00,277.0,161948,2016-10-30 00:00:00,62.9,2016-10-30,871.7
2016-10-31,2016-10-31 00:00:00,2016-10-31 00:00:00,363.0,85435,2016-10-31 00:00:00,277.0,162044,2016-10-31 00:00:00,63.6,2016-10-31,871.7
2016-11-01,2016-11-01 00:00:00,2016-11-01 00:00:00,363.0,85531,2016-11-01 00:00:00,277.0,162140,2016-11-01 00:00:00,64.2,2016-11-01,871.8
2016-11-02,2016-11-02 00:00:00,2016-11-02 00:00:00,363.0,85627,2016-11-02 00:00:00,281.0,162236,2016-11-02 00:00:00,48.6,2016-11-02,871.8
2016-11-03,2016-11-03 00:00:00,2016-11-03 00:00:00,359.0,85723,2016-11-03 00:00:00,277.0,162332,2016-11-03 00:00:00,51.2,2016-11-03,871.9
2016-11-04,2016-11-04 00:00:00,2016-11-04 00:00:00,346.0,85819,2016-11-04 00:00:00,273.0,162428,2016-11-04 00:00:00,57.0,2016-11-04,871.9
2016-11-05,2016-11-05 00:00:00,2016-11-05 00:00:00,359.0,85915,2016-11-05 00:00:00,260.0,162524,2016-11-05 00:00:00,60.9,2016-11-05,872.0
2016-11-06,2016-11-06 00:00:00,2016-11-06 00:00:00,363.0,86011,2016-11-06 00:00:00,268.0,162620,2016-11-06 00:00:00,62.2,2016-11-06,872.0
2016-11-07,2016-11-07 00:00:00,2016-11-07 00:00:00,376.0,86111,2016-11-07 00:00:00,264.0,162720,2016-11-07 00:00:00,62.9,2016-11-07,872.1
2016-11-08,2016-11-08 00:00:00,2016-11-08 00:00:00,371.0,86207,2016-11-08 00:00:00,273.0,162816,2016-11-08 00:00:00,60.3,2016-11-08,872.1
2016-11-09,2016-11-09 00:00:00,2016-11-09 00:00:00,453.0,86303,2016-11-09 00:00:00,273.0,162912,2016-11-09 00:00:00,65.5,2016-11-09,872.1
2016-11-10,2016-11-10 00:00:00,2016-11-10 00:00:00,415.0,86399,2016-11-10 00:00:00,268.0,163008,2016-11-10 00:00:00,63.6,2016-11-10,872.1
2016-11-11,2016-11-11 00:00:00,2016-11-11 00:00:00,376.0,86495,2016-11-11 00:00:00,273.0,163104,2016-11-11 00:00:00,63.6,2016-11-11,872.2
2016-11-12,2016-11-12 00:00:00,2016-11-12 00:00:00,371.0,86591,2016-11-12 00:00:00,268.0,163200,2016-11-12 00:00:00,64.9,2016-11-12,872.2
2016-11-13,2016-11-13 00:00:00,2016-11-13 00:00:00,380.0,86687,2016-11-13 00:00:00,273.0,163296,2016-11-13 00:00:00,64.2,2016-11-13,872.3
2016-11-14,2016-11-14 00:00:00,2016-11-14 00:00:00,384.0,86783,2016-11-14 00:00:00,273.0,163392,2016-11-14 00:00:00,65.5,2016-11-14,872.3
2016-11-15,2016-11-15 00:00:00,2016-11-15 00:00:00,380.0,86879,2016-11-15 00:00:00,268.0,163488,2016-11-15 00:00:00,66.9,2016-11-15,872.3
2016-11-16,2016-11-16 00:00:00,2016-11-16 00:00:00,376.0,86975,2016-11-16 00:00:00,260.0,163584,2016-11-16 00:00:00,67.5,2016-11-16,872.3
2016-11-17,2016-11-17 00:00:00,2016-11-17 00:00:00,376.0,87071,2016-11-17 00:00:00,285.0,163680,2016-11-17 00:00:00,67.5,2016-11-17,872.4
2016-11-18,2016-11-18 00:00:00,2016-11-18 00:00:00,376.0,87167,2016-11-18 00:00:00,273.0,163776,2016-11-18 00:00:00,68.8,2016-11-18,872.4
2016-11-19,2016-11-19 00:00:00,2016-11-19 00:00:00,376.0,87263,2016-11-19 00:00:00,268.0,163872,2016-11-19 00:00:00,68.8,2016-11-19,872.3
2016-11-20,2016-11-20 00:00:00,2016-11-20 00:00:00,376.0,87359,2016-11-20 00:00:00,260.0,163968,2016-11-20 00:00:00,70.2,2016-11-20,872.4
2016-11-21,2016-11-21 00:00:00,2016-11-21 00:00:00,367.0,87455,2016-11-21 00:00:00,273.0,164064,2016-11-21 00:00:00,70.2,2016-11-21,872.4
2016-11-22,2016-11-22 00:00:00,2016-11-22 00:00:00,376.0,87551,2016-11-22 00:00:00,273.0,164160,2016-11-22 00:00:00,70.2,2016-11-22,872.5
2016-11-23,2016-11-23 00:00:00,2016-11-23 00:00:00,371.0,87647,2016-11-23 00:00:00,268.0,164256,2016-11-23 00:00:00,70.8,2016-11-23,872.5
2016-11-24,2016-11-24 00:00:00,2016-11-24 00:00:00,359.0,87743,2016-11-24 00:00:00,268.0,164352,2016-11-24 00:00:00,70.2,2016-11-24,872.4
2016-11-25,2016-11-25 00:00:00,2016-11-25 00:00:00,384.0,87839,2016-11-25 00:00:00,273.0,164448,2016-11-25 00:00:00,71.5,2016-11-25,872.4
2016-11-26,2016-11-26 00:00:00,2016-11-26 00:00:00,376.0,87935,2016-11-26 00:00:00,281.0,164544,2016-11-26 00:00:00,72.2,2016-11-26,872.5
2016-11-27,2016-11-27 00:00:00,2016-11-27 00:00:00,384.0,88031,2016-11-27 00:00:00,268.0,164640,2016-11-27 00:00:00,73.5,2016-11-27,872.5
2016-11-28,2016-11-28 00:00:00,2016-11-28 00:00:00,376.0,88127,2016-11-28 00:00:00,273.0,164736,2016-11-28 00:00:00,74.2,2016-11-28,872.6
2016-11-29,2016-11-29 00:00:00,2016-11-29 00:00:00,376.0,88223,2016-11-29 00:00:00,273.0,164832,2016-11-29 00:00:00,74.2,2016-11-29,872.6
2016-11-30,2016-11-30 00:00:00,2016-11-30 00:00:00,363.0,88319,2016-11-30 00:00:00,273.0,164928,2016-11-30 00:00:00,69.5,2016-11-30,872.6
2016-12-01,2016-12-01 00:00:00,2016-12-01 00:00:00,376.0,88415,2016-12-01 00:00:00,285.0,165024,2016-12-01 00:00:00,65.5,2016-12-01,872.6
2016-12-02,2016-12-02 00:00:00,2016-12-02 00:00:00,380.0,88511,2016-12-02 00:00:00,277.0,165120,2016-12-02 00:00:00,64.9,2016-12-02,872.8
2016-12-04,2016-12-04 00:00:00,2016-12-04 00:00:00,1100.0,88607,2016-12-04 00:00:00,290.0,165312,2016-12-04 00:00:00,69.5,2016-12-04,873.0
2016-12-05,2016-12-05 00:00:00,2016-12-05 00:00:00,597.0,88703,2016-12-05 00:00:00,304.0,165408,2016-12-05 00:00:00,70.2,2016-12-05,873.1
2016-12-06,2016-12-06 00:00:00,2016-12-06 00:00:00,497.0,88799,2016-12-06 00:00:00,299.0,165504,2016-12-06 00:00:00,69.5,2016-12-06,873.2
2016-12-07,2016-12-07 00:00:00,2016-12-07 00:00:00,429.0,88895,2016-12-07 00:00:00,308.0,165600,2016-12-07 00:00:00,66.2,2016-12-07,873.3
2016-12-08,2016-12-08 00:00:00,2016-12-08 00:00:00,406.0,88991,2016-12-08 00:00:00,304.0,165696,2016-12-08 00:00:00,68.2,2016-12-08,873.3
2016-12-09,2016-12-09 00:00:00,2016-12-09 00:00:00,402.0,89087,2016-12-09 00:00:00,299.0,165792,2016-12-09 00:00:00,68.2,2016-12-09,873.3
2016-12-10,2016-12-10 00:00:00,2016-12-10 00:00:00,397.0,89183,2016-12-10 00:00:00,308.0,165888,2016-12-10 00:00:00,65.5,2016-12-10,873.4
2016-12-11,2016-12-11 00:00:00,2016-12-11 00:00:00,397.0,89279,2016-12-11 00:00:00,308.0,165984,2016-12-11 00:00:00,65.5,2016-12-11,873.5
2016-12-12,2016-12-12 00:00:00,2016-12-12 00:00:00,402.0,89375,2016-12-12 00:00:00,299.0,166080,2016-12-12 00:00:00,65.5,2016-12-12,873.5
2016-12-13,2016-12-13 00:00:00,2016-12-13 00:00:00,415.0,89471,2016-12-13 00:00:00,313.0,166176,2016-12-13 00:00:00,64.2,2016-12-13,873.6
2016-12-14,2016-12-14 00:00:00,2016-12-14 00:00:00,406.0,89567,2016-12-14 00:00:00,318.0,166272,2016-12-14 00:00:00,64.9,2016-12-14,873.5
2016-12-15,2016-12-15 00:00:00,2016-12-15 00:00:00,406.0,89663,2016-12-15 00:00:00,304.0,166368,2016-12-15 00:00:00,65.5,2016-12-15,873.6
2016-12-16,2016-12-16 00:00:00,2016-12-16 00:00:00,397.0,89759,2016-12-16 00:00:00,313.0,166464,2016-12-16 00:00:00,65.5,2016-12-16,873.7
2016-12-17,2016-12-17 00:00:00,2016-12-17 00:00:00,397.0,89855,2016-12-17 00:00:00,318.0,166560,2016-12-17 00:00:00,64.9,2016-12-17,873.8
2016-12-18,2016-12-18 00:00:00,2016-12-18 00:00:00,406.0,89951,2016-12-18 00:00:00,299.0,166656,2016-12-18 00:00:00,64.2,2016-12-18,873.7
2016-12-19,2016-12-19 00:00:00,2016-12-19 00:00:00,397.0,90047,2016-12-19 00:00:00,299.0,166752,2016-12-19 00:00:00,63.6,2016-12-19,873.7
2016-12-20,2016-12-20 00:00:00,2016-12-20 00:00:00,402.0,90143,2016-12-20 00:00:00,290.0,166848,2016-12-20 00:00:00,63.6,2016-12-20,873.8
2016-12-21,2016-12-21 00:00:00,2016-12-21 00:00:00,402.0,90239,2016-12-21 00:00:00,285.0,166944,2016-12-21 00:00:00,62.9,2016-12-21,873.8
2016-12-22,2016-12-22 00:00:00,2016-12-22 00:00:00,389.0,90335,2016-12-22 00:00:00,299.0,167040,2016-12-22 00:00:00,63.6,2016-12-22,873.9
2016-12-23,2016-12-23 00:00:00,2016-12-23 00:00:00,406.0,90431,2016-12-23 00:00:00,308.0,167136,2016-12-23 00:00:00,62.2,2016-12-23,873.9
2016-12-24,2016-12-24 00:00:00,2016-12-24 00:00:00,389.0,90527,2016-12-24 00:00:00,299.0,167232,2016-12-24 00:00:00,62.9,2016-12-24,874.0
2016-12-25,2016-12-25 00:00:00,2016-12-25 00:00:00,393.0,90623,2016-12-25 00:00:00,299.0,167328,2016-12-25 00:00:00,63.6,2016-12-25,874.0
2016-12-26,2016-12-26 00:00:00,2016-12-26 00:00:00,397.0,90719,2016-12-26 00:00:00,313.0,167424,2016-12-26 00:00:00,64.2,2016-12-26,874.0
2016-12-27,2016-12-27 00:00:00,2016-12-27 00:00:00,397.0,90815,2016-12-27 00:00:00,299.0,167520,2016-12-27 00:00:00,64.2,2016-12-27,874.0
2016-12-28,2016-12-28 00:00:00,2016-12-28 00:00:00,389.0,90911,2016-12-28 00:00:00,304.0,167616,2016-12-28 00:00:00,64.2,2016-12-28,874.0
2016-12-29,2016-12-29 00:00:00,2016-12-29 00:00:00,397.0,91007,2016-12-29 00:00:00,304.0,167712,2016-12-29 00:00:00,64.9,2016-12-29,874.2
2016-12-30,2016-12-30 00:00:00,2016-12-30 00:00:00,397.0,91103,2016-12-30 00:00:00,299.0,167808,2016-12-30 00:00:00,63.6,2016-12-30,874.3
2016-12-31,2016-12-31 00:00:00,2016-12-31 00:00:00,389.0,91199,2016-12-31 00:00:00,313.0,167904,2016-12-31 00:00:00,64.2,2016-12-31,874.4
2017-01-01,2017-01-01 00:00:00,2017-01-01 00:00:00,397.0,91295,2017-01-01 00:00:00,304.0,168000,2017-01-01 00:00:00,63.6,2017-01-01,874.4
2017-01-02,2017-01-02 00:00:00,2017-01-02 00:00:00,384.0,91391,2017-01-02 00:00:00,308.0,168096,2017-01-02 00:00:00,63.6,2017-01-02,874.4
2017-01-03,2017-01-03 00:00:00,2017-01-03 00:00:00,380.0,91487,2017-01-03 00:00:00,299.0,168192,2017-01-03 00:00:00,62.9,2017-01-03,874.4
2017-01-04,2017-01-04 00:00:00,2017-01-04 00:00:00,380.0,91583,2017-01-04 00:00:00,308.0,168288,2017-01-04 00:00:00,62.9,2017-01-04,874.4
2017-01-05,2017-01-05 00:00:00,2017-01-05 00:00:00,367.0,91679,2017-01-05 00:00:00,290.0,168384,2017-01-05 00:00:00,65.5,2017-01-05,874.5
2017-01-06,2017-01-06 00:00:00,2017-01-06 00:00:00,384.0,91775,2017-01-06 00:00:00,304.0,168480,2017-01-06 00:00:00,65.5,2017-01-06,874.5
