pdate,MaxLevel
"1969-07-30 00:00:00",649.66
"1969-07-29 00:00:00",652.21
"1969-07-28 00:00:00",651.49
"1969-07-27 00:00:00",650.97
"1969-07-26 00:00:00",650.76
"1969-07-25 00:00:00",651.08
"1969-07-24 00:00:00",652
"1969-07-23 00:00:00",652.7
"1969-07-22 00:00:00",653.07
"1969-07-21 00:00:00",651.9
"1969-07-20 00:00:00",651.61
"1969-07-19 00:00:00",651.76
"1969-07-18 00:00:00",652.11
"1969-07-17 00:00:00",652.46
"1969-07-16 00:00:00",651.79
"1969-07-15 00:00:00",652.96
"1969-07-14 00:00:00",653.97
"1969-07-13 00:00:00",654.2
"1969-07-12 00:00:00",653.83
"1969-07-11 00:00:00",654.13
"1969-07-10 00:00:00",654.81
"1969-07-09 00:00:00",655.54
"1969-07-08 00:00:00",656.33
"1969-07-07 00:00:00",657.41
"1969-07-06 00:00:00",657.48
"1969-07-05 00:00:00",657.69
"1969-07-04 00:00:00",657.55
"1969-07-03 00:00:00",657.6
"1969-07-02 00:00:00",658.29
"1969-07-01 00:00:00",658.91
"1969-06-30 00:00:00",659.81
"1969-06-29 00:00:00",660.11
"1969-06-28 00:00:00",659.94
"1969-06-27 00:00:00",660.26
"1969-06-26 00:00:00",660.63
"1969-06-25 00:00:00",660.26
"1969-06-24 00:00:00",658.94
"1969-06-23 00:00:00",659.64
"1969-06-22 00:00:00",659.89
"1969-06-21 00:00:00",660.49
"1969-06-20 00:00:00",661.22
"1969-06-19 00:00:00",662.46
"1969-06-18 00:00:00",663.52
"1969-06-17 00:00:00",664.52
"1969-06-16 00:00:00",665.81
"1969-06-15 00:00:00",666.07
"1969-06-14 00:00:00",666.67
"1969-06-13 00:00:00",667.4
"1969-06-12 00:00:00",668.29
